CaneID,Date,OpenBuds,BudbreakPercentage,information,Treatment
1005,2019-09-12,1,0.045454545454545456,NA,Budup 4% + AB 2%                        M
1005,2019-09-16,4,0.18181818181818182,NA,Budup 4% + AB 2%                        M
1005,2019-09-19,11,0.5,NA,Budup 4% + AB 2%                        M
1005,2019-09-23,15,0.6818181818181818,NA,Budup 4% + AB 2%                        M
1005,2019-09-26,22,1,NA,Budup 4% + AB 2%                        M
1005,2019-09-30,22,1,NA,Budup 4% + AB 2%                        M
1005,2019-10-03,22,1,NA,Budup 4% + AB 2%                        M
1005,2019-10-07,22,1,NA,Budup 4% + AB 2%                        M
1006,2019-08-30,0,0,NA,6% HiCane                                        L
1006,2019-09-04,0,0,NA,6% HiCane                                        L
1006,2019-09-09,0,0,NA,6% HiCane                                        L
1006,2019-09-12,2,0.08,NA,6% HiCane                                        L
1006,2019-09-16,5,0.2,NA,6% HiCane                                        L
1006,2019-09-19,12,0.48,NA,6% HiCane                                        L
1006,2019-09-23,22,0.88,NA,6% HiCane                                        L
1006,2019-09-26,23,0.92,NA,6% HiCane                                        L
1006,2019-09-30,25,1,NA,6% HiCane                                        L
1006,2019-10-03,25,1,NA,6% HiCane                                        L
1006,2019-10-07,25,1,NA,6% HiCane                                        L
1007,2019-08-30,0,0,NA,Budup 4% + AB 2%                         L
1007,2019-09-04,0,0,NA,Budup 4% + AB 2%                         L
1007,2019-09-09,0,0,NA,Budup 4% + AB 2%                         L
1007,2019-09-12,0,0,NA,Budup 4% + AB 2%                         L
1007,2019-09-16,0,0,NA,Budup 4% + AB 2%                         L
1007,2019-09-19,0,0,NA,Budup 4% + AB 2%                         L
1007,2019-09-23,2,0.1111111111111111,NA,Budup 4% + AB 2%                         L
1007,2019-09-26,7,0.3888888888888889,NA,Budup 4% + AB 2%                         L
1007,2019-09-30,13,0.7222222222222222,NA,Budup 4% + AB 2%                         L
1007,2019-10-03,18,1,NA,Budup 4% + AB 2%                         L
1007,2019-10-07,18,1,NA,Budup 4% + AB 2%                         L
1008,2019-08-30,0,0,NA,Budup 4% + AB 2%                       VL
1008,2019-09-04,0,0,NA,Budup 4% + AB 2%                       VL
1008,2019-09-09,0,0,NA,Budup 4% + AB 2%                       VL
1008,2019-09-12,0,0,NA,Budup 4% + AB 2%                       VL
1008,2019-09-16,1,0.041666666666666664,NA,Budup 4% + AB 2%                       VL
1008,2019-09-19,2,0.08333333333333333,NA,Budup 4% + AB 2%                       VL
1008,2019-09-23,4,0.16666666666666666,NA,Budup 4% + AB 2%                       VL
1008,2019-09-26,10,0.4166666666666667,NA,Budup 4% + AB 2%                       VL
1008,2019-09-30,18,0.75,NA,Budup 4% + AB 2%                       VL
1008,2019-10-03,20,0.8333333333333334,NA,Budup 4% + AB 2%                       VL
1008,2019-10-07,24,1,NA,Budup 4% + AB 2%                       VL
1009,2019-08-30,0,0,NA,2% AB                                                M
1009,2019-09-04,0,0,NA,2% AB                                                M
1009,2019-09-09,0,0,NA,2% AB                                                M
1009,2019-09-12,0,0,NA,2% AB                                                M
1009,2019-09-16,0,0,NA,2% AB                                                M
1009,2019-09-19,0,0,NA,2% AB                                                M
1009,2019-09-23,0,0,NA,2% AB                                                M
1009,2019-09-26,2,0.15384615384615385,NA,2% AB                                                M
1009,2019-09-30,4,0.3076923076923077,NA,2% AB                                                M
1009,2019-10-03,10,0.7692307692307693,NA,2% AB                                                M
1009,2019-10-07,13,1,NA,2% AB                                                M
1010,2019-08-30,0,0,NA,Budup 1% + AB 2%                        M
1010,2019-09-04,0,0,NA,Budup 1% + AB 2%                        M
1010,2019-09-09,0,0,NA,Budup 1% + AB 2%                        M
1010,2019-09-12,0,0,NA,Budup 1% + AB 2%                        M
1010,2019-09-16,1,0.05263157894736842,NA,Budup 1% + AB 2%                        M
1010,2019-09-19,2,0.10526315789473684,NA,Budup 1% + AB 2%                        M
1010,2019-09-23,7,0.3684210526315789,NA,Budup 1% + AB 2%                        M
1010,2019-09-26,14,0.7368421052631579,NA,Budup 1% + AB 2%                        M
1010,2019-09-30,18,0.9473684210526315,NA,Budup 1% + AB 2%                        M
1010,2019-10-03,19,1,NA,Budup 1% + AB 2%                        M
1010,2019-10-07,19,1,NA,Budup 1% + AB 2%                        M
1011,2019-08-30,0,0,NA,Budup 6% + AB 2%                        E
1011,2019-09-04,0,0,NA,Budup 6% + AB 2%                        E
1011,2019-09-09,0,0,NA,Budup 6% + AB 2%                        E
1011,2019-09-12,0,0,NA,Budup 6% + AB 2%                        E
1011,2019-09-16,3,0.13043478260869565,NA,Budup 6% + AB 2%                        E
1011,2019-09-19,5,0.21739130434782608,NA,Budup 6% + AB 2%                        E
1011,2019-09-23,8,0.34782608695652173,NA,Budup 6% + AB 2%                        E
1011,2019-09-26,16,0.6956521739130435,NA,Budup 6% + AB 2%                        E
1011,2019-09-30,20,0.8695652173913043,NA,Budup 6% + AB 2%                        E
1011,2019-10-03,23,1,NA,Budup 6% + AB 2%                        E
1011,2019-10-07,23,1,NA,Budup 6% + AB 2%                        E
1012,2019-08-30,0,0,NA,Budup 2% + AB 2%                         L
1012,2019-09-04,0,0,NA,Budup 2% + AB 2%                         L
1012,2019-09-09,0,0,NA,Budup 2% + AB 2%                         L
1012,2019-09-12,0,0,NA,Budup 2% + AB 2%                         L
1012,2019-09-16,1,0.04,NA,Budup 2% + AB 2%                         L
1012,2019-09-19,3,0.12,NA,Budup 2% + AB 2%                         L
1012,2019-09-23,6,0.24,NA,Budup 2% + AB 2%                         L
1012,2019-09-26,11,0.44,NA,Budup 2% + AB 2%                         L
1012,2019-09-30,19,0.76,NA,Budup 2% + AB 2%                         L
1012,2019-10-03,25,1,NA,Budup 2% + AB 2%                         L
1012,2019-10-07,25,1,NA,Budup 2% + AB 2%                         L
1013,2019-08-30,0,0,NA,Budup 6% + AB 2%                        M
1013,2019-09-04,0,0,NA,Budup 6% + AB 2%                        M
1013,2019-09-09,1,0.09090909090909091,NA,Budup 6% + AB 2%                        M
1013,2019-09-12,1,0.09090909090909091,NA,Budup 6% + AB 2%                        M
1013,2019-09-16,1,0.09090909090909091,NA,Budup 6% + AB 2%                        M
1013,2019-09-19,3,0.2727272727272727,NA,Budup 6% + AB 2%                        M
1013,2019-09-23,8,0.7272727272727273,NA,Budup 6% + AB 2%                        M
1013,2019-09-26,11,1,NA,Budup 6% + AB 2%                        M
1013,2019-09-30,11,1,NA,Budup 6% + AB 2%                        M
1013,2019-10-03,11,1,NA,Budup 6% + AB 2%                        M
1013,2019-10-07,11,1,NA,Budup 6% + AB 2%                        M
1014,2019-08-30,0,0,NA,Budup 6% + AB 2%                         L
1014,2019-09-04,0,0,NA,Budup 6% + AB 2%                         L
1014,2019-09-09,0,0,NA,Budup 6% + AB 2%                         L
1014,2019-09-12,0,0,NA,Budup 6% + AB 2%                         L
1014,2019-09-16,0,0,NA,Budup 6% + AB 2%                         L
1014,2019-09-19,1,0.047619047619047616,NA,Budup 6% + AB 2%                         L
1014,2019-09-23,3,0.14285714285714285,NA,Budup 6% + AB 2%                         L
1014,2019-09-26,9,0.42857142857142855,NA,Budup 6% + AB 2%                         L
1014,2019-09-30,16,0.7619047619047619,NA,Budup 6% + AB 2%                         L
1014,2019-10-03,21,1,NA,Budup 6% + AB 2%                         L
1014,2019-10-07,21,1,NA,Budup 6% + AB 2%                         L
1015,2019-08-30,0,0,NA,Budup 6% + AB 2%                       VL
1015,2019-09-04,0,0,NA,Budup 6% + AB 2%                       VL
1015,2019-09-09,0,0,NA,Budup 6% + AB 2%                       VL
1015,2019-09-12,0,0,NA,Budup 6% + AB 2%                       VL
1015,2019-09-16,0,0,NA,Budup 6% + AB 2%                       VL
1015,2019-09-19,3,0.1875,NA,Budup 6% + AB 2%                       VL
1015,2019-09-23,6,0.375,NA,Budup 6% + AB 2%                       VL
1015,2019-09-26,9,0.5625,NA,Budup 6% + AB 2%                       VL
1015,2019-09-30,12,0.75,NA,Budup 6% + AB 2%                       VL
1015,2019-10-03,16,1,NA,Budup 6% + AB 2%                       VL
1015,2019-10-07,16,1,NA,Budup 6% + AB 2%                       VL
1016,2019-08-30,0,0,NA,Budup 4% + AB 2%                        E
1016,2019-09-04,0,0,NA,Budup 4% + AB 2%                        E
1016,2019-09-09,1,0.05263157894736842,NA,Budup 4% + AB 2%                        E
1016,2019-09-12,3,0.15789473684210525,NA,Budup 4% + AB 2%                        E
1016,2019-09-16,6,0.3157894736842105,NA,Budup 4% + AB 2%                        E
1016,2019-09-19,9,0.47368421052631576,NA,Budup 4% + AB 2%                        E
1016,2019-09-23,14,0.7368421052631579,NA,Budup 4% + AB 2%                        E
1016,2019-09-26,14,0.7368421052631579,NA,Budup 4% + AB 2%                        E
1016,2019-09-30,14,0.7368421052631579,NA,Budup 4% + AB 2%                        E
1016,2019-10-03,19,1,NA,Budup 4% + AB 2%                        E
1016,2019-10-07,19,1,NA,Budup 4% + AB 2%                        E
1017,2019-08-30,0,0,NA,Budup 2% + AB 2%                       VL
1017,2019-09-04,0,0,NA,Budup 2% + AB 2%                       VL
1017,2019-09-09,0,0,NA,Budup 2% + AB 2%                       VL
1017,2019-09-12,0,0,NA,Budup 2% + AB 2%                       VL
1017,2019-09-16,0,0,NA,Budup 2% + AB 2%                       VL
1017,2019-09-19,0,0,NA,Budup 2% + AB 2%                       VL
1017,2019-09-23,0,0,NA,Budup 2% + AB 2%                       VL
1017,2019-09-26,2,0.09090909090909091,NA,Budup 2% + AB 2%                       VL
1017,2019-09-30,5,0.22727272727272727,NA,Budup 2% + AB 2%                       VL
1017,2019-10-03,13,0.5909090909090909,NA,Budup 2% + AB 2%                       VL
1017,2019-10-07,22,1,NA,Budup 2% + AB 2%                       VL
1018,2019-08-30,0,0,NA,Budup 1% + AB 2%                         L
1018,2019-09-04,0,0,NA,Budup 1% + AB 2%                         L
1018,2019-09-09,0,0,NA,Budup 1% + AB 2%                         L
1018,2019-09-12,0,0,NA,Budup 1% + AB 2%                         L
1018,2019-09-16,0,0,NA,Budup 1% + AB 2%                         L
1018,2019-09-19,1,0.0625,NA,Budup 1% + AB 2%                         L
1018,2019-09-23,3,0.1875,NA,Budup 1% + AB 2%                         L
1018,2019-09-26,5,0.3125,NA,Budup 1% + AB 2%                         L
1018,2019-09-30,9,0.5625,NA,Budup 1% + AB 2%                         L
1018,2019-10-03,16,1,NA,Budup 1% + AB 2%                         L
1018,2019-10-07,16,1,NA,Budup 1% + AB 2%                         L
1019,2019-08-30,0,0,NA,Untreated control
1019,2019-09-04,0,0,NA,Untreated control
1019,2019-09-09,1,0.07692307692307693,NA,Untreated control
1019,2019-09-12,1,0.07692307692307693,NA,Untreated control
1019,2019-09-16,1,0.07692307692307693,NA,Untreated control
1019,2019-09-19,4,0.3076923076923077,NA,Untreated control
1019,2019-09-23,8,0.6153846153846154,NA,Untreated control
1019,2019-09-26,12,0.9230769230769231,NA,Untreated control
1019,2019-09-30,12,0.9230769230769231,NA,Untreated control
1019,2019-10-03,13,1,NA,Untreated control
1019,2019-10-07,13,1,NA,Untreated control
1020,2019-08-30,0,0,NA,6% HiCane                                      VL
1020,2019-09-04,0,0,NA,6% HiCane                                      VL
1020,2019-09-09,0,0,NA,6% HiCane                                      VL
1020,2019-09-12,0,0,NA,6% HiCane                                      VL
1020,2019-09-16,1,0.07142857142857142,NA,6% HiCane                                      VL
1020,2019-09-19,2,0.14285714285714285,NA,6% HiCane                                      VL
1020,2019-09-23,7,0.5,NA,6% HiCane                                      VL
1020,2019-09-26,7,0.5,NA,6% HiCane                                      VL
1020,2019-09-30,9,0.6428571428571429,NA,6% HiCane                                      VL
1020,2019-10-03,14,1,NA,6% HiCane                                      VL
1020,2019-10-07,14,1,NA,6% HiCane                                      VL
1021,2019-08-30,0,0,NA,Budup 2% + AB 2%                        E
1021,2019-09-04,0,0,NA,Budup 2% + AB 2%                        E
1021,2019-09-09,0,0,NA,Budup 2% + AB 2%                        E
1021,2019-09-12,0,0,NA,Budup 2% + AB 2%                        E
1021,2019-09-16,1,0.07692307692307693,NA,Budup 2% + AB 2%                        E
1021,2019-09-19,3,0.23076923076923078,NA,Budup 2% + AB 2%                        E
1021,2019-09-23,3,0.23076923076923078,NA,Budup 2% + AB 2%                        E
1021,2019-09-26,7,0.5384615384615384,NA,Budup 2% + AB 2%                        E
1021,2019-09-30,9,0.6923076923076923,NA,Budup 2% + AB 2%                        E
1021,2019-10-03,13,1,NA,Budup 2% + AB 2%                        E
1021,2019-10-07,13,1,NA,Budup 2% + AB 2%                        E
1022,2019-08-30,0,0,NA,6% HiCane                                       M
1022,2019-09-04,0,0,NA,6% HiCane                                       M
1022,2019-09-09,0,0,NA,6% HiCane                                       M
1022,2019-09-12,0,0,NA,6% HiCane                                       M
1022,2019-09-16,6,0.2727272727272727,NA,6% HiCane                                       M
1022,2019-09-19,12,0.5454545454545454,NA,6% HiCane                                       M
1022,2019-09-23,18,0.8181818181818182,NA,6% HiCane                                       M
1022,2019-09-26,20,0.9090909090909091,NA,6% HiCane                                       M
1022,2019-09-30,21,0.9545454545454546,NA,6% HiCane                                       M
1022,2019-10-03,22,1,NA,6% HiCane                                       M
1022,2019-10-07,22,1,NA,6% HiCane                                       M
1023,2019-08-30,0,0,NA,Budup 2% + AB 2%                        M
1023,2019-09-04,0,0,NA,Budup 2% + AB 2%                        M
1023,2019-09-09,0,0,NA,Budup 2% + AB 2%                        M
1023,2019-09-12,0,0,NA,Budup 2% + AB 2%                        M
1023,2019-09-16,0,0,NA,Budup 2% + AB 2%                        M
1023,2019-09-19,0,0,NA,Budup 2% + AB 2%                        M
1023,2019-09-23,4,0.19047619047619047,NA,Budup 2% + AB 2%                        M
1023,2019-09-26,13,0.6190476190476191,NA,Budup 2% + AB 2%                        M
1023,2019-09-30,21,1,NA,Budup 2% + AB 2%                        M
1023,2019-10-03,21,1,NA,Budup 2% + AB 2%                        M
1023,2019-10-07,21,1,NA,Budup 2% + AB 2%                        M
1024,2019-08-30,0,0,NA,6% HiCane + 0.2% Driftstop E
1024,2019-09-04,2,0.08695652173913043,NA,6% HiCane + 0.2% Driftstop E
1024,2019-09-09,2,0.08695652173913043,NA,6% HiCane + 0.2% Driftstop E
1024,2019-09-12,12,0.5217391304347826,NA,6% HiCane + 0.2% Driftstop E
1024,2019-09-16,14,0.6086956521739131,NA,6% HiCane + 0.2% Driftstop E
1024,2019-09-19,17,0.7391304347826086,NA,6% HiCane + 0.2% Driftstop E
1024,2019-09-23,18,0.782608695652174,NA,6% HiCane + 0.2% Driftstop E
1024,2019-09-26,20,0.8695652173913043,NA,6% HiCane + 0.2% Driftstop E
1024,2019-09-30,23,1,NA,6% HiCane + 0.2% Driftstop E
1024,2019-10-03,23,1,NA,6% HiCane + 0.2% Driftstop E
1024,2019-10-07,23,1,NA,6% HiCane + 0.2% Driftstop E
1025,2019-08-30,0,0,NA,Budup 1% + AB 2%                        E
1025,2019-09-04,0,0,NA,Budup 1% + AB 2%                        E
1025,2019-09-09,0,0,NA,Budup 1% + AB 2%                        E
1025,2019-09-12,0,0,NA,Budup 1% + AB 2%                        E
1025,2019-09-16,2,0.1,NA,Budup 1% + AB 2%                        E
1025,2019-09-19,2,0.1,NA,Budup 1% + AB 2%                        E
1025,2019-09-23,8,0.4,NA,Budup 1% + AB 2%                        E
1025,2019-09-26,14,0.7,NA,Budup 1% + AB 2%                        E
1025,2019-09-30,15,0.75,NA,Budup 1% + AB 2%                        E
1025,2019-10-03,20,1,NA,Budup 1% + AB 2%                        E
1025,2019-10-07,20,1,NA,Budup 1% + AB 2%                        E
1026,2019-08-30,0,0,NA,Budup 6% + AB 2%                        M
1026,2019-09-04,0,0,NA,Budup 6% + AB 2%                        M
1026,2019-09-09,0,0,NA,Budup 6% + AB 2%                        M
1026,2019-09-12,0,0,NA,Budup 6% + AB 2%                        M
1026,2019-09-16,0,0,NA,Budup 6% + AB 2%                        M
1026,2019-09-19,0,0,NA,Budup 6% + AB 2%                        M
1026,2019-09-23,3,0.16666666666666666,NA,Budup 6% + AB 2%                        M
1026,2019-09-26,13,0.7222222222222222,NA,Budup 6% + AB 2%                        M
1026,2019-09-30,17,0.9444444444444444,NA,Budup 6% + AB 2%                        M
1026,2019-10-03,18,1,NA,Budup 6% + AB 2%                        M
1026,2019-10-07,18,1,NA,Budup 6% + AB 2%                        M
1027,2019-08-30,0,0,NA,Untreated control
1027,2019-09-04,0,0,NA,Untreated control
1027,2019-09-09,1,0.034482758620689655,NA,Untreated control
1027,2019-09-12,1,0.034482758620689655,NA,Untreated control
1027,2019-09-16,3,0.10344827586206896,NA,Untreated control
1027,2019-09-19,4,0.13793103448275862,NA,Untreated control
1027,2019-09-23,13,0.4482758620689655,NA,Untreated control
1027,2019-09-26,18,0.6206896551724138,NA,Untreated control
1027,2019-09-30,24,0.8275862068965517,NA,Untreated control
1027,2019-10-03,29,1,NA,Untreated control
1027,2019-10-07,29,1,NA,Untreated control
1028,2019-08-30,0,0,NA,Budup 1% + AB 2%                       VL
1028,2019-09-04,0,0,NA,Budup 1% + AB 2%                       VL
1028,2019-09-09,0,0,NA,Budup 1% + AB 2%                       VL
1028,2019-09-12,0,0,NA,Budup 1% + AB 2%                       VL
1028,2019-09-16,0,0,NA,Budup 1% + AB 2%                       VL
1028,2019-09-19,0,0,NA,Budup 1% + AB 2%                       VL
1028,2019-09-23,2,0.07407407407407407,NA,Budup 1% + AB 2%                       VL
1028,2019-09-26,2,0.07407407407407407,NA,Budup 1% + AB 2%                       VL
1028,2019-09-30,12,0.4444444444444444,NA,Budup 1% + AB 2%                       VL
1028,2019-10-03,18,0.6666666666666666,NA,Budup 1% + AB 2%                       VL
1028,2019-10-07,27,1,NA,Budup 1% + AB 2%                       VL
1029,2019-08-30,0,0,NA,Budup 6% + AB 2%                         L
1029,2019-09-04,0,0,NA,Budup 6% + AB 2%                         L
1029,2019-09-09,1,0.058823529411764705,NA,Budup 6% + AB 2%                         L
1029,2019-09-12,2,0.11764705882352941,NA,Budup 6% + AB 2%                         L
1029,2019-09-16,2,0.11764705882352941,NA,Budup 6% + AB 2%                         L
1029,2019-09-19,2,0.11764705882352941,NA,Budup 6% + AB 2%                         L
1029,2019-09-23,3,0.17647058823529413,NA,Budup 6% + AB 2%                         L
1029,2019-09-26,10,0.5882352941176471,NA,Budup 6% + AB 2%                         L
1029,2019-09-30,16,0.9411764705882353,NA,Budup 6% + AB 2%                         L
1029,2019-10-03,17,1,NA,Budup 6% + AB 2%                         L
1029,2019-10-07,17,1,NA,Budup 6% + AB 2%                         L
1030,2019-08-30,0,0,NA,6% HiCane                                        L
1030,2019-09-04,0,0,NA,6% HiCane                                        L
1030,2019-09-09,0,0,NA,6% HiCane                                        L
1030,2019-09-12,0,0,NA,6% HiCane                                        L
1030,2019-09-16,0,0,NA,6% HiCane                                        L
1030,2019-09-19,3,0.13043478260869565,NA,6% HiCane                                        L
1030,2019-09-23,12,0.5217391304347826,NA,6% HiCane                                        L
1030,2019-09-26,15,0.6521739130434783,NA,6% HiCane                                        L
1030,2019-09-30,23,1,NA,6% HiCane                                        L
1030,2019-10-03,23,1,NA,6% HiCane                                        L
1030,2019-10-07,23,1,NA,6% HiCane                                        L
1031,2019-08-30,0,0,NA,Budup 4% + AB 2%                        M
1031,2019-09-04,0,0,NA,Budup 4% + AB 2%                        M
1031,2019-09-09,0,0,NA,Budup 4% + AB 2%                        M
1031,2019-09-12,0,0,NA,Budup 4% + AB 2%                        M
1031,2019-09-16,0,0,NA,Budup 4% + AB 2%                        M
1031,2019-09-19,0,0,NA,Budup 4% + AB 2%                        M
1031,2019-09-23,0,0,NA,Budup 4% + AB 2%                        M
1031,2019-09-26,5,0.20833333333333334,NA,Budup 4% + AB 2%                        M
1031,2019-09-30,19,0.7916666666666666,NA,Budup 4% + AB 2%                        M
1031,2019-10-03,19,0.7916666666666666,NA,Budup 4% + AB 2%                        M
1031,2019-10-07,24,1,NA,Budup 4% + AB 2%                        M
1032,2019-08-30,0,0,NA,Budup 4% + AB 2%                         L
1032,2019-09-04,0,0,NA,Budup 4% + AB 2%                         L
1032,2019-09-09,1,0.03571428571428571,NA,Budup 4% + AB 2%                         L
1032,2019-09-12,1,0.03571428571428571,NA,Budup 4% + AB 2%                         L
1032,2019-09-16,1,0.03571428571428571,NA,Budup 4% + AB 2%                         L
1032,2019-09-19,2,0.07142857142857142,NA,Budup 4% + AB 2%                         L
1032,2019-09-23,3,0.10714285714285714,NA,Budup 4% + AB 2%                         L
1032,2019-09-26,12,0.42857142857142855,NA,Budup 4% + AB 2%                         L
1032,2019-09-30,25,0.8928571428571429,NA,Budup 4% + AB 2%                         L
1032,2019-10-03,25,0.8928571428571429,NA,Budup 4% + AB 2%                         L
1032,2019-10-07,28,1,NA,Budup 4% + AB 2%                         L
1033,2019-08-30,0,0,NA,Budup 2% + AB 2%                       VL
1033,2019-09-04,0,0,NA,Budup 2% + AB 2%                       VL
1033,2019-09-09,0,0,NA,Budup 2% + AB 2%                       VL
1033,2019-09-12,0,0,NA,Budup 2% + AB 2%                       VL
1033,2019-09-16,0,0,NA,Budup 2% + AB 2%                       VL
1033,2019-09-19,0,0,NA,Budup 2% + AB 2%                       VL
1033,2019-09-23,2,0.125,NA,Budup 2% + AB 2%                       VL
1033,2019-09-26,7,0.4375,NA,Budup 2% + AB 2%                       VL
1033,2019-09-30,13,0.8125,NA,Budup 2% + AB 2%                       VL
1033,2019-10-03,16,1,NA,Budup 2% + AB 2%                       VL
1033,2019-10-07,16,1,NA,Budup 2% + AB 2%                       VL
1034,2019-08-30,0,0,NA,6% HiCane                                      VL
1034,2019-09-04,0,0,NA,6% HiCane                                      VL
1034,2019-09-09,0,0,NA,6% HiCane                                      VL
1034,2019-09-12,0,0,NA,6% HiCane                                      VL
1034,2019-09-16,0,0,NA,6% HiCane                                      VL
1034,2019-09-19,0,0,NA,6% HiCane                                      VL
1034,2019-09-23,1,0.045454545454545456,NA,6% HiCane                                      VL
1034,2019-09-26,3,0.13636363636363635,NA,6% HiCane                                      VL
1034,2019-09-30,14,0.6363636363636364,NA,6% HiCane                                      VL
1034,2019-10-03,17,0.7727272727272727,NA,6% HiCane                                      VL
1034,2019-10-07,22,1,NA,6% HiCane                                      VL
1035,2019-08-30,0,0,NA,Budup Lonza 4% + AB 2%           M
1035,2019-09-04,0,0,NA,Budup Lonza 4% + AB 2%           M
1035,2019-09-09,0,0,NA,Budup Lonza 4% + AB 2%           M
1035,2019-09-12,0,0,NA,Budup Lonza 4% + AB 2%           M
1035,2019-09-16,0,0,NA,Budup Lonza 4% + AB 2%           M
1035,2019-09-19,0,0,NA,Budup Lonza 4% + AB 2%           M
1035,2019-09-23,1,0.037037037037037035,NA,Budup Lonza 4% + AB 2%           M
1035,2019-09-26,15,0.5555555555555556,NA,Budup Lonza 4% + AB 2%           M
1035,2019-09-30,25,0.9259259259259259,NA,Budup Lonza 4% + AB 2%           M
1035,2019-10-03,27,1,NA,Budup Lonza 4% + AB 2%           M
1035,2019-10-07,27,1,NA,Budup Lonza 4% + AB 2%           M
1036,2019-08-30,0,0,NA,6% HiCane                                       M
1036,2019-09-04,0,0,NA,6% HiCane                                       M
1036,2019-09-09,0,0,NA,6% HiCane                                       M
1036,2019-09-12,0,0,NA,6% HiCane                                       M
1036,2019-09-16,5,0.2777777777777778,NA,6% HiCane                                       M
1036,2019-09-19,8,0.4444444444444444,NA,6% HiCane                                       M
1036,2019-09-23,16,0.8888888888888888,NA,6% HiCane                                       M
1036,2019-09-26,18,1,NA,6% HiCane                                       M
1036,2019-09-30,18,1,NA,6% HiCane                                       M
1036,2019-10-03,18,1,NA,6% HiCane                                       M
1036,2019-10-07,18,1,NA,6% HiCane                                       M
1037,2019-08-30,0,0,NA,Budup 2% + AB 2%                        M
1037,2019-09-04,0,0,NA,Budup 2% + AB 2%                        M
1037,2019-09-09,0,0,NA,Budup 2% + AB 2%                        M
1037,2019-09-12,0,0,NA,Budup 2% + AB 2%                        M
1037,2019-09-16,0,0,NA,Budup 2% + AB 2%                        M
1037,2019-09-19,0,0,NA,Budup 2% + AB 2%                        M
1037,2019-09-23,4,0.19047619047619047,NA,Budup 2% + AB 2%                        M
1037,2019-09-26,10,0.47619047619047616,NA,Budup 2% + AB 2%                        M
1037,2019-09-30,20,0.9523809523809523,NA,Budup 2% + AB 2%                        M
1037,2019-10-03,21,1,NA,Budup 2% + AB 2%                        M
