CaneID,Date,OpenBuds,BudbreakPercentage,information,Treatment
1005,2019-09-26,0,0,NA,Untreated control
1005,2019-09-30,0,0,NA,Untreated control
1005,2019-10-03,0,0,NA,Untreated control
1005,2019-10-07,1,0.2,NA,Untreated control
1005,2019-10-10,1,0.2,NA,Untreated control
1005,2019-10-14,1,0.2,NA,Untreated control
1005,2019-10-17,2,0.4,NA,Untreated control
1005,2019-10-21,2,0.4,NA,Untreated control
1005,2019-10-24,2,0.4,NA,Untreated control
1005,2019-10-29,3,0.6,NA,Untreated control
1005,2019-10-31,3,0.6,NA,Untreated control
1005,2019-11-04,5,1,NA,Untreated control
1005,2019-11-07,5,1,NA,Untreated control
1005,2019-11-11,5,1,NA,Untreated control
1005,2019-11-18,5,1,NA,Untreated control
1005,2019-11-25,5,1,NA,Untreated control
1006,2019-09-12,0,0,NA,BU 2% + 2% AB - L
1006,2019-09-16,0,0,NA,BU 2% + 2% AB - L
1006,2019-09-19,0,0,NA,BU 2% + 2% AB - L
1006,2019-09-23,0,0,NA,BU 2% + 2% AB - L
1006,2019-09-26,0,0,NA,BU 2% + 2% AB - L
1006,2019-09-30,0,0,NA,BU 2% + 2% AB - L
1006,2019-10-03,1,0.14285714285714285,NA,BU 2% + 2% AB - L
1006,2019-10-07,2,0.2857142857142857,NA,BU 2% + 2% AB - L
1006,2019-10-10,2,0.2857142857142857,NA,BU 2% + 2% AB - L
1006,2019-10-14,4,0.5714285714285714,NA,BU 2% + 2% AB - L
1006,2019-10-17,4,0.5714285714285714,NA,BU 2% + 2% AB - L
1006,2019-10-21,6,0.8571428571428571,NA,BU 2% + 2% AB - L
1006,2019-10-24,6,0.8571428571428571,NA,BU 2% + 2% AB - L
1006,2019-10-29,7,1,NA,BU 2% + 2% AB - L
1006,2019-10-31,7,1,NA,BU 2% + 2% AB - L
1006,2019-11-04,7,1,NA,BU 2% + 2% AB - L
1006,2019-11-07,7,1,NA,BU 2% + 2% AB - L
1006,2019-11-11,7,1,NA,BU 2% + 2% AB - L
1006,2019-11-18,7,1,NA,BU 2% + 2% AB - L
1006,2019-11-25,7,1,NA,BU 2% + 2% AB - L
1007,2019-09-12,0,0,NA,BU 4% + 2% AB - L
1007,2019-09-16,0,0,NA,BU 4% + 2% AB - L
1007,2019-09-19,0,0,NA,BU 4% + 2% AB - L
1007,2019-09-23,0,0,NA,BU 4% + 2% AB - L
1007,2019-09-26,0,0,NA,BU 4% + 2% AB - L
1007,2019-09-30,0,0,NA,BU 4% + 2% AB - L
1007,2019-10-03,1,0.1111111111111111,NA,BU 4% + 2% AB - L
1007,2019-10-07,1,0.1111111111111111,NA,BU 4% + 2% AB - L
1007,2019-10-10,3,0.3333333333333333,NA,BU 4% + 2% AB - L
1007,2019-10-14,4,0.4444444444444444,NA,BU 4% + 2% AB - L
1007,2019-10-17,4,0.4444444444444444,NA,BU 4% + 2% AB - L
1007,2019-10-21,7,0.7777777777777778,NA,BU 4% + 2% AB - L
1007,2019-10-24,7,0.7777777777777778,NA,BU 4% + 2% AB - L
1007,2019-10-29,8,0.8888888888888888,NA,BU 4% + 2% AB - L
1007,2019-10-31,8,0.8888888888888888,NA,BU 4% + 2% AB - L
1007,2019-11-04,9,1,NA,BU 4% + 2% AB - L
1007,2019-11-07,9,1,NA,BU 4% + 2% AB - L
1007,2019-11-11,9,1,NA,BU 4% + 2% AB - L
1007,2019-11-18,9,1,NA,BU 4% + 2% AB - L
1007,2019-11-25,9,1,NA,BU 4% + 2% AB - L
1008,2019-09-12,0,0,NA,BU 4% + 2% AB - M
1008,2019-09-16,0,0,NA,BU 4% + 2% AB - M
1008,2019-09-19,0,0,NA,BU 4% + 2% AB - M
1008,2019-09-23,0,0,NA,BU 4% + 2% AB - M
1008,2019-09-26,0,0,NA,BU 4% + 2% AB - M
1008,2019-09-30,1,0.1,NA,BU 4% + 2% AB - M
1008,2019-10-03,4,0.4,NA,BU 4% + 2% AB - M
1008,2019-10-07,7,0.7,NA,BU 4% + 2% AB - M
1008,2019-10-10,7,0.7,NA,BU 4% + 2% AB - M
1008,2019-10-14,9,0.9,NA,BU 4% + 2% AB - M
1008,2019-10-17,9,0.9,NA,BU 4% + 2% AB - M
1008,2019-10-21,9,0.9,NA,BU 4% + 2% AB - M
1008,2019-10-24,9,0.9,NA,BU 4% + 2% AB - M
1008,2019-10-29,9,0.9,NA,BU 4% + 2% AB - M
1008,2019-10-31,9,0.9,NA,BU 4% + 2% AB - M
1008,2019-11-04,9,0.9,NA,BU 4% + 2% AB - M
1008,2019-11-07,9,0.9,NA,BU 4% + 2% AB - M
1008,2019-11-11,9,0.9,NA,BU 4% + 2% AB - M
1008,2019-11-18,9,0.9,NA,BU 4% + 2% AB - M
1008,2019-11-25,10,1,NA,BU 4% + 2% AB - M
1009,2019-09-12,0,0,NA,HC 6% + 0.2%DS - M
1009,2019-09-16,0,0,NA,HC 6% + 0.2%DS - M
1009,2019-09-19,0,0,NA,HC 6% + 0.2%DS - M
1009,2019-09-23,0,0,NA,HC 6% + 0.2%DS - M
1009,2019-09-26,1,0.14285714285714285,NA,HC 6% + 0.2%DS - M
1009,2019-09-30,6,0.8571428571428571,NA,HC 6% + 0.2%DS - M
1009,2019-10-03,6,0.8571428571428571,NA,HC 6% + 0.2%DS - M
1009,2019-10-07,7,1,NA,HC 6% + 0.2%DS - M
1009,2019-10-10,7,1,NA,HC 6% + 0.2%DS - M
1009,2019-10-14,7,1,NA,HC 6% + 0.2%DS - M
1009,2019-10-17,7,1,NA,HC 6% + 0.2%DS - M
1009,2019-10-21,7,1,NA,HC 6% + 0.2%DS - M
1009,2019-10-24,7,1,NA,HC 6% + 0.2%DS - M
1009,2019-10-29,7,1,NA,HC 6% + 0.2%DS - M
1009,2019-10-31,7,1,NA,HC 6% + 0.2%DS - M
1009,2019-11-04,7,1,NA,HC 6% + 0.2%DS - M
1009,2019-11-07,7,1,NA,HC 6% + 0.2%DS - M
1009,2019-11-11,7,1,NA,HC 6% + 0.2%DS - M
1009,2019-11-18,7,1,NA,HC 6% + 0.2%DS - M
1009,2019-11-25,7,1,NA,HC 6% + 0.2%DS - M
1010,2019-09-12,0,0,NA,2% AB - M
1010,2019-09-16,0,0,NA,2% AB - M
1010,2019-09-19,0,0,NA,2% AB - M
1010,2019-09-23,0,0,NA,2% AB - M
1010,2019-09-26,0,0,NA,2% AB - M
1010,2019-09-30,0,0,NA,2% AB - M
1010,2019-10-03,0,0,NA,2% AB - M
1010,2019-10-07,0,0,NA,2% AB - M
1010,2019-10-10,2,0.2857142857142857,NA,2% AB - M
1010,2019-10-14,5,0.7142857142857143,NA,2% AB - M
1010,2019-10-17,5,0.7142857142857143,NA,2% AB - M
1010,2019-10-21,5,0.7142857142857143,NA,2% AB - M
1010,2019-10-24,5,0.7142857142857143,NA,2% AB - M
1010,2019-10-29,5,0.7142857142857143,NA,2% AB - M
1010,2019-10-31,6,0.8571428571428571,NA,2% AB - M
1010,2019-11-04,6,0.8571428571428571,NA,2% AB - M
1010,2019-11-07,7,1,NA,2% AB - M
1010,2019-11-11,7,1,NA,2% AB - M
1010,2019-11-18,7,1,NA,2% AB - M
1010,2019-11-25,7,1,NA,2% AB - M
1011,2019-09-12,0,0,NA,BU 2% + 2% AB - M
1011,2019-09-16,0,0,NA,BU 2% + 2% AB - M
1011,2019-09-19,0,0,NA,BU 2% + 2% AB - M
1011,2019-09-23,0,0,NA,BU 2% + 2% AB - M
1011,2019-09-26,0,0,NA,BU 2% + 2% AB - M
1011,2019-09-30,0,0,NA,BU 2% + 2% AB - M
1011,2019-10-03,0,0,NA,BU 2% + 2% AB - M
1011,2019-10-07,0,0,NA,BU 2% + 2% AB - M
1011,2019-10-10,0,0,NA,BU 2% + 2% AB - M
1011,2019-10-14,0,0,NA,BU 2% + 2% AB - M
1011,2019-10-17,0,0,NA,BU 2% + 2% AB - M
1011,2019-10-21,0,0,NA,BU 2% + 2% AB - M
1011,2019-10-24,1,0.2,NA,BU 2% + 2% AB - M
1011,2019-10-29,4,0.8,NA,BU 2% + 2% AB - M
1011,2019-10-31,5,1,NA,BU 2% + 2% AB - M
1011,2019-11-04,5,1,NA,BU 2% + 2% AB - M
1011,2019-11-07,5,1,NA,BU 2% + 2% AB - M
1011,2019-11-11,5,1,NA,BU 2% + 2% AB - M
1011,2019-11-18,5,1,NA,BU 2% + 2% AB - M
1011,2019-11-25,5,1,NA,BU 2% + 2% AB - M
1012,2019-09-12,0,0,NA,BU 6% + 2% AB - M
1012,2019-09-16,0,0,NA,BU 6% + 2% AB - M
1012,2019-09-19,0,0,NA,BU 6% + 2% AB - M
1012,2019-09-23,0,0,NA,BU 6% + 2% AB - M
1012,2019-09-26,0,0,NA,BU 6% + 2% AB - M
1012,2019-09-30,0,0,NA,BU 6% + 2% AB - M
1012,2019-10-03,0,0,NA,BU 6% + 2% AB - M
1012,2019-10-07,3,0.6,NA,BU 6% + 2% AB - M
1012,2019-10-10,4,0.8,NA,BU 6% + 2% AB - M
1012,2019-10-14,4,0.8,NA,BU 6% + 2% AB - M
1012,2019-10-17,4,0.8,NA,BU 6% + 2% AB - M
1012,2019-10-21,4,0.8,NA,BU 6% + 2% AB - M
1012,2019-10-24,4,0.8,NA,BU 6% + 2% AB - M
1012,2019-10-29,4,0.8,NA,BU 6% + 2% AB - M
1012,2019-10-31,4,0.8,NA,BU 6% + 2% AB - M
1012,2019-11-04,4,0.8,NA,BU 6% + 2% AB - M
1012,2019-11-07,5,1,NA,BU 6% + 2% AB - M
1012,2019-11-11,5,1,NA,BU 6% + 2% AB - M
1012,2019-11-18,5,1,NA,BU 6% + 2% AB - M
1012,2019-11-25,5,1,NA,BU 6% + 2% AB - M
1013,2019-09-12,0,0,NA,HC 6% + 0.2%DS - E
1013,2019-09-16,0,0,NA,HC 6% + 0.2%DS - E
1013,2019-09-19,0,0,NA,HC 6% + 0.2%DS - E
1013,2019-09-23,1,0.1,NA,HC 6% + 0.2%DS - E
1013,2019-09-26,3,0.3,NA,HC 6% + 0.2%DS - E
1013,2019-09-30,5,0.5,NA,HC 6% + 0.2%DS - E
1013,2019-10-03,8,0.8,NA,HC 6% + 0.2%DS - E
1013,2019-10-07,8,0.8,NA,HC 6% + 0.2%DS - E
1013,2019-10-10,9,0.9,NA,HC 6% + 0.2%DS - E
1013,2019-10-14,9,0.9,NA,HC 6% + 0.2%DS - E
1013,2019-10-17,9,0.9,NA,HC 6% + 0.2%DS - E
1013,2019-10-21,9,0.9,NA,HC 6% + 0.2%DS - E
1013,2019-10-24,9,0.9,NA,HC 6% + 0.2%DS - E
1013,2019-10-29,9,0.9,NA,HC 6% + 0.2%DS - E
1013,2019-10-31,9,0.9,NA,HC 6% + 0.2%DS - E
1013,2019-11-04,9,0.9,NA,HC 6% + 0.2%DS - E
1013,2019-11-07,9,0.9,NA,HC 6% + 0.2%DS - E
1013,2019-11-11,9,0.9,NA,HC 6% + 0.2%DS - E
1013,2019-11-18,9,0.9,NA,HC 6% + 0.2%DS - E
1013,2019-11-25,10,1,NA,HC 6% + 0.2%DS - E
1014,2019-09-12,0,0,NA,Untreated control
1014,2019-09-16,0,0,NA,Untreated control
1014,2019-09-19,0,0,NA,Untreated control
1014,2019-09-23,1,0.14285714285714285,NA,Untreated control
1014,2019-09-26,1,0.14285714285714285,NA,Untreated control
1014,2019-09-30,1,0.14285714285714285,NA,Untreated control
1014,2019-10-03,1,0.14285714285714285,NA,Untreated control
1014,2019-10-07,1,0.14285714285714285,NA,Untreated control
1014,2019-10-10,1,0.14285714285714285,NA,Untreated control
1014,2019-10-14,1,0.14285714285714285,NA,Untreated control
1014,2019-10-17,1,0.14285714285714285,NA,Untreated control
1014,2019-10-21,1,0.14285714285714285,NA,Untreated control
1014,2019-10-24,1,0.14285714285714285,NA,Untreated control
1014,2019-10-29,3,0.42857142857142855,NA,Untreated control
1014,2019-10-31,3,0.42857142857142855,NA,Untreated control
1014,2019-11-04,5,0.7142857142857143,NA,Untreated control
1014,2019-11-07,7,1,NA,Untreated control
1014,2019-11-11,7,1,NA,Untreated control
1014,2019-11-18,7,1,NA,Untreated control
1014,2019-11-25,7,1,NA,Untreated control
1015,2019-09-12,0,0,NA,BU Lonza 4% + 2% AB - M
1015,2019-09-16,0,0,NA,BU Lonza 4% + 2% AB - M
1015,2019-09-19,0,0,NA,BU Lonza 4% + 2% AB - M
1015,2019-09-23,0,0,NA,BU Lonza 4% + 2% AB - M
1015,2019-09-26,1,0.125,NA,BU Lonza 4% + 2% AB - M
1015,2019-09-30,2,0.25,NA,BU Lonza 4% + 2% AB - M
1015,2019-10-03,3,0.375,NA,BU Lonza 4% + 2% AB - M
1015,2019-10-07,5,0.625,NA,BU Lonza 4% + 2% AB - M
1015,2019-10-10,5,0.625,NA,BU Lonza 4% + 2% AB - M
1015,2019-10-14,5,0.625,NA,BU Lonza 4% + 2% AB - M
1015,2019-10-17,5,0.625,NA,BU Lonza 4% + 2% AB - M
1015,2019-10-21,5,0.625,NA,BU Lonza 4% + 2% AB - M
1015,2019-10-24,5,0.625,NA,BU Lonza 4% + 2% AB - M
1015,2019-10-29,5,0.625,NA,BU Lonza 4% + 2% AB - M
1015,2019-10-31,6,0.75,NA,BU Lonza 4% + 2% AB - M
1015,2019-11-04,6,0.75,NA,BU Lonza 4% + 2% AB - M
1015,2019-11-07,6,0.75,NA,BU Lonza 4% + 2% AB - M
1015,2019-11-11,6,0.75,NA,BU Lonza 4% + 2% AB - M
1015,2019-11-18,8,1,NA,BU Lonza 4% + 2% AB - M
1015,2019-11-25,8,1,NA,BU Lonza 4% + 2% AB - M
1016,2019-09-12,0,0,NA,BU 4% + 2% AB - E
1016,2019-09-16,0,0,NA,BU 4% + 2% AB - E
1016,2019-09-19,0,0,NA,BU 4% + 2% AB - E
1016,2019-09-23,0,0,NA,BU 4% + 2% AB - E
1016,2019-09-26,0,0,NA,BU 4% + 2% AB - E
1016,2019-09-30,1,0.25,NA,BU 4% + 2% AB - E
1016,2019-10-03,1,0.25,NA,BU 4% + 2% AB - E
1016,2019-10-07,1,0.25,NA,BU 4% + 2% AB - E
1016,2019-10-10,1,0.25,NA,BU 4% + 2% AB - E
1016,2019-10-14,2,0.5,NA,BU 4% + 2% AB - E
1016,2019-10-17,2,0.5,NA,BU 4% + 2% AB - E
1016,2019-10-21,2,0.5,NA,BU 4% + 2% AB - E
1016,2019-10-24,2,0.5,NA,BU 4% + 2% AB - E
1016,2019-10-29,2,0.5,NA,BU 4% + 2% AB - E
1016,2019-10-31,2,0.5,NA,BU 4% + 2% AB - E
1016,2019-11-04,2,0.5,NA,BU 4% + 2% AB - E
1016,2019-11-07,3,0.75,NA,BU 4% + 2% AB - E
1016,2019-11-11,3,0.75,NA,BU 4% + 2% AB - E
1016,2019-11-18,4,1,NA,BU 4% + 2% AB - E
1016,2019-11-25,4,1,NA,BU 4% + 2% AB - E
1017,2019-09-12,0,0,NA,BU 6% + 2% AB - L
1017,2019-09-16,0,0,NA,BU 6% + 2% AB - L
1017,2019-09-19,0,0,NA,BU 6% + 2% AB - L
1017,2019-09-23,0,0,NA,BU 6% + 2% AB - L
1017,2019-09-26,0,0,NA,BU 6% + 2% AB - L
1017,2019-09-30,0,0,NA,BU 6% + 2% AB - L
1017,2019-10-03,0,0,NA,BU 6% + 2% AB - L
1017,2019-10-07,0,0,NA,BU 6% + 2% AB - L
1017,2019-10-10,0,0,NA,BU 6% + 2% AB - L
1017,2019-10-14,0,0,NA,BU 6% + 2% AB - L
1017,2019-10-17,0,0,NA,BU 6% + 2% AB - L
1017,2019-10-21,3,0.42857142857142855,NA,BU 6% + 2% AB - L
1017,2019-10-24,6,0.8571428571428571,NA,BU 6% + 2% AB - L
1017,2019-10-29,6,0.8571428571428571,NA,BU 6% + 2% AB - L
1017,2019-10-31,6,0.8571428571428571,NA,BU 6% + 2% AB - L
1017,2019-11-04,6,0.8571428571428571,NA,BU 6% + 2% AB - L
1017,2019-11-07,6,0.8571428571428571,NA,BU 6% + 2% AB - L
1017,2019-11-11,6,0.8571428571428571,NA,BU 6% + 2% AB - L
1017,2019-11-18,6,0.8571428571428571,NA,BU 6% + 2% AB - L
1017,2019-11-25,7,1,NA,BU 6% + 2% AB - L
1018,2019-09-12,0,0,NA,HC 6% + 0.2%DS - L
1018,2019-09-16,0,0,NA,HC 6% + 0.2%DS - L
1018,2019-09-19,0,0,NA,HC 6% + 0.2%DS - L
1018,2019-09-23,0,0,NA,HC 6% + 0.2%DS - L
1018,2019-09-26,0,0,NA,HC 6% + 0.2%DS - L
1018,2019-09-30,0,0,NA,HC 6% + 0.2%DS - L
1018,2019-10-03,0,0,NA,HC 6% + 0.2%DS - L
1018,2019-10-07,3,0.5,NA,HC 6% + 0.2%DS - L
1018,2019-10-10,6,1,NA,HC 6% + 0.2%DS - L
1018,2019-10-14,6,1,NA,HC 6% + 0.2%DS - L
1018,2019-10-17,6,1,NA,HC 6% + 0.2%DS - L
1018,2019-10-21,6,1,NA,HC 6% + 0.2%DS - L
1018,2019-10-24,6,1,NA,HC 6% + 0.2%DS - L
1018,2019-10-29,6,1,NA,HC 6% + 0.2%DS - L
1018,2019-10-31,6,1,NA,HC 6% + 0.2%DS - L
1018,2019-11-04,6,1,NA,HC 6% + 0.2%DS - L
1018,2019-11-07,6,1,NA,HC 6% + 0.2%DS - L
1018,2019-11-11,6,1,NA,HC 6% + 0.2%DS - L
1018,2019-11-18,6,1,NA,HC 6% + 0.2%DS - L
1018,2019-11-25,6,1,NA,HC 6% + 0.2%DS - L
1019,2019-09-12,0,0,NA,BU 2% + 2% AB - L
1019,2019-09-16,0,0,NA,BU 2% + 2% AB - L
1019,2019-09-19,0,0,NA,BU 2% + 2% AB - L
1019,2019-09-23,0,0,NA,BU 2% + 2% AB - L
1019,2019-09-26,0,0,NA,BU 2% + 2% AB - L
1019,2019-09-30,1,0.125,NA,BU 2% + 2% AB - L
1019,2019-10-03,1,0.125,NA,BU 2% + 2% AB - L
1019,2019-10-07,1,0.125,NA,BU 2% + 2% AB - L
1019,2019-10-10,1,0.125,NA,BU 2% + 2% AB - L
1019,2019-10-14,1,0.125,NA,BU 2% + 2% AB - L
1019,2019-10-17,1,0.125,NA,BU 2% + 2% AB - L
1019,2019-10-21,1,0.125,NA,BU 2% + 2% AB - L
1019,2019-10-24,1,0.125,NA,BU 2% + 2% AB - L
1019,2019-10-29,1,0.125,NA,BU 2% + 2% AB - L
1019,2019-10-31,1,0.125,NA,BU 2% + 2% AB - L
1019,2019-11-04,1,0.125,NA,BU 2% + 2% AB - L
1019,2019-11-07,4,0.5,NA,BU 2% + 2% AB - L
1019,2019-11-11,6,0.75,NA,BU 2% + 2% AB - L
1019,2019-11-18,8,1,NA,BU 2% + 2% AB - L
1019,2019-11-25,8,1,NA,BU 2% + 2% AB - L
1020,2019-09-12,0,0,NA,BU 2% + 2% AB - M
1020,2019-09-16,0,0,NA,BU 2% + 2% AB - M
1020,2019-09-19,0,0,NA,BU 2% + 2% AB - M
1020,2019-09-23,0,0,NA,BU 2% + 2% AB - M
1020,2019-09-26,0,0,NA,BU 2% + 2% AB - M
1020,2019-09-30,1,0.14285714285714285,NA,BU 2% + 2% AB - M
1020,2019-10-03,1,0.14285714285714285,NA,BU 2% + 2% AB - M
1020,2019-10-07,1,0.14285714285714285,NA,BU 2% + 2% AB - M
1020,2019-10-10,2,0.2857142857142857,NA,BU 2% + 2% AB - M
1020,2019-10-14,2,0.2857142857142857,NA,BU 2% + 2% AB - M
1020,2019-10-17,2,0.2857142857142857,NA,BU 2% + 2% AB - M
1020,2019-10-21,2,0.2857142857142857,NA,BU 2% + 2% AB - M
1020,2019-10-24,3,0.42857142857142855,NA,BU 2% + 2% AB - M
1020,2019-10-29,3,0.42857142857142855,NA,BU 2% + 2% AB - M
1020,2019-10-31,3,0.42857142857142855,NA,BU 2% + 2% AB - M
1020,2019-11-04,3,0.42857142857142855,NA,BU 2% + 2% AB - M
1020,2019-11-07,5,0.7142857142857143,NA,BU 2% + 2% AB - M
1020,2019-11-11,5,0.7142857142857143,NA,BU 2% + 2% AB - M
1020,2019-11-18,7,1,NA,BU 2% + 2% AB - M
1020,2019-11-25,7,1,NA,BU 2% + 2% AB - M
1021,2019-09-12,0,0,NA,BU 1% + 2% AB - M
1021,2019-09-16,0,0,NA,BU 1% + 2% AB - M
1021,2019-09-19,0,0,NA,BU 1% + 2% AB - M
1021,2019-09-23,1,0.16666666666666666,NA,BU 1% + 2% AB - M
1021,2019-09-26,1,0.16666666666666666,NA,BU 1% + 2% AB - M
1021,2019-09-30,1,0.16666666666666666,NA,BU 1% + 2% AB - M
1021,2019-10-03,1,0.16666666666666666,NA,BU 1% + 2% AB - M
1021,2019-10-07,1,0.16666666666666666,NA,BU 1% + 2% AB - M
1021,2019-10-10,1,0.16666666666666666,NA,BU 1% + 2% AB - M
1021,2019-10-14,1,0.16666666666666666,NA,BU 1% + 2% AB - M
1021,2019-10-17,1,0.16666666666666666,NA,BU 1% + 2% AB - M
1021,2019-10-21,1,0.16666666666666666,NA,BU 1% + 2% AB - M
1021,2019-10-24,1,0.16666666666666666,NA,BU 1% + 2% AB - M
1021,2019-10-29,1,0.16666666666666666,NA,BU 1% + 2% AB - M
1021,2019-10-31,1,0.16666666666666666,NA,BU 1% + 2% AB - M
1021,2019-11-04,1,0.16666666666666666,NA,BU 1% + 2% AB - M
1021,2019-11-07,5,0.8333333333333334,NA,BU 1% + 2% AB - M
1021,2019-11-11,6,1,NA,BU 1% + 2% AB - M
1021,2019-11-18,6,1,NA,BU 1% + 2% AB - M
1021,2019-11-25,6,1,NA,BU 1% + 2% AB - M
1022,2019-09-12,0,0,NA,BU 6% + 2% AB - E
1022,2019-09-16,0,0,NA,BU 6% + 2% AB - E
1022,2019-09-19,0,0,NA,BU 6% + 2% AB - E
1022,2019-09-23,0,0,NA,BU 6% + 2% AB - E
1022,2019-09-26,0,0,NA,BU 6% + 2% AB - E
1022,2019-09-30,0,0,NA,BU 6% + 2% AB - E
1022,2019-10-03,0,0,NA,BU 6% + 2% AB - E
1022,2019-10-07,3,0.375,NA,BU 6% + 2% AB - E
1022,2019-10-10,4,0.5,NA,BU 6% + 2% AB - E
