CaneID,Date,FlowerCount,FlowerPercentage,information,Treatment
8,2019-10-24,7,1,NA,3% HiCane                                      VL
8,2019-10-29,7,1,NA,3% HiCane                                      VL
9,2019-10-14,0,0,NA,Budup 2% + AB 2%                        M
9,2019-10-17,0,0,NA,Budup 2% + AB 2%                        M
9,2019-10-21,1,0.07692307692307693,NA,Budup 2% + AB 2%                        M
9,2019-10-24,13,1,NA,Budup 2% + AB 2%                        M
9,2019-10-29,13,1,NA,Budup 2% + AB 2%                        M
10,2019-10-14,0,0,NA,Budup 4% + AB 2%                        E
10,2019-10-17,0,0,NA,Budup 4% + AB 2%                        E
10,2019-10-21,32,0.6666666666666666,NA,Budup 4% + AB 2%                        E
10,2019-10-24,48,1,NA,Budup 4% + AB 2%                        E
10,2019-10-29,48,1,NA,Budup 4% + AB 2%                        E
11,2019-10-14,0,0,NA,Budup 2% + AB 2%                        E
11,2019-10-17,0,0,NA,Budup 2% + AB 2%                        E
11,2019-10-21,18,0.5,NA,Budup 2% + AB 2%                        E
11,2019-10-24,36,1,NA,Budup 2% + AB 2%                        E
11,2019-10-29,36,1,NA,Budup 2% + AB 2%                        E
12,2019-10-14,0,0,NA,Budup 6% + AB 2%                        M
12,2019-10-17,0,0,NA,Budup 6% + AB 2%                        M
12,2019-10-21,20,0.5882352941176471,NA,Budup 6% + AB 2%                        M
12,2019-10-24,34,1,NA,Budup 6% + AB 2%                        M
12,2019-10-29,34,1,NA,Budup 6% + AB 2%                        M
13,2019-10-14,4,0.07692307692307693,NA,Untreated control
13,2019-10-17,26,0.5,NA,Untreated control
13,2019-10-21,51,0.9807692307692307,NA,Untreated control
13,2019-10-24,52,1,NA,Untreated control
13,2019-10-29,52,1,NA,Untreated control
14,2019-10-14,0,0,NA,Budup 6% + AB 2%                       VL
14,2019-10-17,0,0,NA,Budup 6% + AB 2%                       VL
14,2019-10-21,5,0.625,NA,Budup 6% + AB 2%                       VL
14,2019-10-24,8,1,NA,Budup 6% + AB 2%                       VL
14,2019-10-29,8,1,NA,Budup 6% + AB 2%                       VL
15,2019-10-14,0,0,NA,3% HiCane + 0.2% Driftstop E
15,2019-10-17,0,0,NA,3% HiCane + 0.2% Driftstop E
15,2019-10-21,20,0.7407407407407407,NA,3% HiCane + 0.2% Driftstop E
15,2019-10-24,27,1,NA,3% HiCane + 0.2% Driftstop E
15,2019-10-29,27,1,NA,3% HiCane + 0.2% Driftstop E
16,2019-10-14,0,0,NA,Budup Lonza 4% + AB 2%           M
16,2019-10-17,0,0,NA,Budup Lonza 4% + AB 2%           M
16,2019-10-21,4,0.2222222222222222,NA,Budup Lonza 4% + AB 2%           M
16,2019-10-24,18,1,NA,Budup Lonza 4% + AB 2%           M
16,2019-10-29,18,1,NA,Budup Lonza 4% + AB 2%           M
17,2019-10-14,0,0,NA,Budup 4% + AB 2%                       VL
17,2019-10-17,0,0,NA,Budup 4% + AB 2%                       VL
17,2019-10-21,0,0,NA,Budup 4% + AB 2%                       VL
17,2019-10-24,0,0,NA,Budup 4% + AB 2%                       VL
17,2019-10-29,15,1,NA,Budup 4% + AB 2%                       VL
18,2019-10-14,0,0,NA,Untreated control
18,2019-10-17,14,0.28,NA,Untreated control
18,2019-10-21,50,1,NA,Untreated control
18,2019-10-24,50,1,NA,Untreated control
18,2019-10-29,50,1,NA,Untreated control
19,2019-10-14,0,0,NA,Budup 1% + AB 2%                         L
19,2019-10-17,0,0,NA,Budup 1% + AB 2%                         L
19,2019-10-21,8,0.19047619047619047,NA,Budup 1% + AB 2%                         L
19,2019-10-24,42,1,NA,Budup 1% + AB 2%                         L
19,2019-10-29,42,1,NA,Budup 1% + AB 2%                         L
20,2019-10-14,0,0,NA,Budup 6% + AB 2%                        E
20,2019-10-17,0,0,NA,Budup 6% + AB 2%                        E
20,2019-10-21,41,0.7592592592592593,NA,Budup 6% + AB 2%                        E
20,2019-10-24,54,1,NA,Budup 6% + AB 2%                        E
20,2019-10-29,54,1,NA,Budup 6% + AB 2%                        E
21,2019-10-14,0,0,NA,3% HiCane                                       M
21,2019-10-17,0,0,NA,3% HiCane                                       M
21,2019-10-21,9,0.42857142857142855,NA,3% HiCane                                       M
21,2019-10-24,21,1,NA,3% HiCane                                       M
21,2019-10-29,21,1,NA,3% HiCane                                       M
22,2019-10-14,0,0,NA,Budup 1% + AB 2%                        E
22,2019-10-17,0,0,NA,Budup 1% + AB 2%                        E
22,2019-10-21,31,0.8157894736842105,NA,Budup 1% + AB 2%                        E
22,2019-10-24,38,1,NA,Budup 1% + AB 2%                        E
22,2019-10-29,38,1,NA,Budup 1% + AB 2%                        E
23,2019-10-14,0,0,NA,Budup 4% + AB 2%                         L
23,2019-10-17,0,0,NA,Budup 4% + AB 2%                         L
23,2019-10-21,6,0.3333333333333333,NA,Budup 4% + AB 2%                         L
23,2019-10-24,18,1,NA,Budup 4% + AB 2%                         L
23,2019-10-29,18,1,NA,Budup 4% + AB 2%                         L
24,2019-10-14,0,0,NA,Budup 2% + AB 2%                       VL
24,2019-10-17,0,0,NA,Budup 2% + AB 2%                       VL
24,2019-10-21,0,0,NA,Budup 2% + AB 2%                       VL
24,2019-10-24,2,1,NA,Budup 2% + AB 2%                       VL
24,2019-10-29,2,1,NA,Budup 2% + AB 2%                       VL
25,2019-10-14,0,0,NA,Budup 6% + AB 2%                         L
25,2019-10-17,0,0,NA,Budup 6% + AB 2%                         L
25,2019-10-21,14,0.4827586206896552,NA,Budup 6% + AB 2%                         L
25,2019-10-24,29,1,NA,Budup 6% + AB 2%                         L
25,2019-10-29,29,1,NA,Budup 6% + AB 2%                         L
26,2019-10-14,0,0,NA,3% HiCane                                        L
26,2019-10-17,0,0,NA,3% HiCane                                        L
26,2019-10-21,27,0.75,NA,3% HiCane                                        L
26,2019-10-24,36,1,NA,3% HiCane                                        L
26,2019-10-29,36,1,NA,3% HiCane                                        L
27,2019-10-14,0,0,NA,Budup 2% + AB 2%                       VL
27,2019-10-17,0,0,NA,Budup 2% + AB 2%                       VL
27,2019-10-21,1,0.03571428571428571,NA,Budup 2% + AB 2%                       VL
27,2019-10-24,6,0.21428571428571427,NA,Budup 2% + AB 2%                       VL
27,2019-10-29,28,1,NA,Budup 2% + AB 2%                       VL
28,2019-10-14,0,0,NA,Budup 1% + AB 2%                        M
28,2019-10-17,0,0,NA,Budup 1% + AB 2%                        M
28,2019-10-21,13,0.4642857142857143,NA,Budup 1% + AB 2%                        M
28,2019-10-24,28,1,NA,Budup 1% + AB 2%                        M
28,2019-10-29,28,1,NA,Budup 1% + AB 2%                        M
29,2019-10-14,0,0,NA,Budup 1% + AB 2%                         L
29,2019-10-17,0,0,NA,Budup 1% + AB 2%                         L
29,2019-10-21,19,0.5757575757575758,NA,Budup 1% + AB 2%                         L
29,2019-10-24,33,1,NA,Budup 1% + AB 2%                         L
29,2019-10-29,33,1,NA,Budup 1% + AB 2%                         L
30,2019-10-14,0,0,NA,3% HiCane                                      VL
30,2019-10-17,0,0,NA,3% HiCane                                      VL
30,2019-10-21,1,0.25,NA,3% HiCane                                      VL
30,2019-10-24,4,1,NA,3% HiCane                                      VL
30,2019-10-29,4,1,NA,3% HiCane                                      VL
31,2019-10-14,0,0,NA,Budup 2% + AB 2%                        E
31,2019-10-17,0,0,NA,Budup 2% + AB 2%                        E
31,2019-10-21,35,0.7,NA,Budup 2% + AB 2%                        E
31,2019-10-24,50,1,NA,Budup 2% + AB 2%                        E
31,2019-10-29,50,1,NA,Budup 2% + AB 2%                        E
32,2019-10-14,0,0,NA,3% HiCane                                       M
32,2019-10-17,0,0,NA,3% HiCane                                       M
32,2019-10-21,1,0.0625,NA,3% HiCane                                       M
32,2019-10-24,16,1,NA,3% HiCane                                       M
32,2019-10-29,16,1,NA,3% HiCane                                       M
33,2019-10-14,0,0,NA,Budup 1% + AB 2%                        E
33,2019-10-17,0,0,NA,Budup 1% + AB 2%                        E
33,2019-10-21,34,0.6666666666666666,NA,Budup 1% + AB 2%                        E
33,2019-10-24,51,1,NA,Budup 1% + AB 2%                        E
33,2019-10-29,51,1,NA,Budup 1% + AB 2%                        E
34,2019-10-14,0,0,NA,Budup 6% + AB 2%                        M
34,2019-10-17,0,0,NA,Budup 6% + AB 2%                        M
34,2019-10-21,9,0.20454545454545456,NA,Budup 6% + AB 2%                        M
34,2019-10-24,44,1,NA,Budup 6% + AB 2%                        M
34,2019-10-29,44,1,NA,Budup 6% + AB 2%                        M
35,2019-10-14,0,0,NA,Budup 4% + AB 2%                         L
35,2019-10-17,0,0,NA,Budup 4% + AB 2%                         L
35,2019-10-21,23,0.696969696969697,NA,Budup 4% + AB 2%                         L
35,2019-10-24,33,1,NA,Budup 4% + AB 2%                         L
35,2019-10-29,33,1,NA,Budup 4% + AB 2%                         L
36,2019-10-14,0,0,NA,Budup 4% + AB 2%                       VL
36,2019-10-17,0,0,NA,Budup 4% + AB 2%                       VL
36,2019-10-21,0,0,NA,Budup 4% + AB 2%                       VL
36,2019-10-24,2,0.2857142857142857,NA,Budup 4% + AB 2%                       VL
36,2019-10-29,7,1,NA,Budup 4% + AB 2%                       VL
37,2019-10-14,0,0,NA,Budup Lonza 4% + AB 2%           M
37,2019-10-17,0,0,NA,Budup Lonza 4% + AB 2%           M
37,2019-10-21,3,0.1875,NA,Budup Lonza 4% + AB 2%           M
37,2019-10-24,16,1,NA,Budup Lonza 4% + AB 2%           M
37,2019-10-29,16,1,NA,Budup Lonza 4% + AB 2%           M
38,2019-10-14,0,0,NA,Budup 1% + AB 2%                       VL
38,2019-10-17,2,0.13333333333333333,NA,Budup 1% + AB 2%                       VL
38,2019-10-21,6,0.4,NA,Budup 1% + AB 2%                       VL
38,2019-10-24,15,1,NA,Budup 1% + AB 2%                       VL
38,2019-10-29,15,1,NA,Budup 1% + AB 2%                       VL
39,2019-10-14,0,0,NA,Untreated control
39,2019-10-17,17,0.3090909090909091,NA,Untreated control
39,2019-10-21,53,0.9636363636363636,NA,Untreated control
39,2019-10-24,55,1,NA,Untreated control
39,2019-10-29,55,1,NA,Untreated control
40,2019-10-14,0,0,NA,3% HiCane + 0.2% Driftstop E
40,2019-10-17,3,0.0625,NA,3% HiCane + 0.2% Driftstop E
40,2019-10-21,44,0.9166666666666666,NA,3% HiCane + 0.2% Driftstop E
40,2019-10-24,48,1,NA,3% HiCane + 0.2% Driftstop E
40,2019-10-29,48,1,NA,3% HiCane + 0.2% Driftstop E
41,2019-10-14,1,0.024390243902439025,NA,Budup 4% + AB 2%                        E
41,2019-10-17,28,0.6829268292682927,NA,Budup 4% + AB 2%                        E
41,2019-10-21,41,1,NA,Budup 4% + AB 2%                        E
41,2019-10-24,41,1,NA,Budup 4% + AB 2%                        E
41,2019-10-29,41,1,NA,Budup 4% + AB 2%                        E
42,2019-10-14,0,0,NA,Budup 6% + AB 2%                        E
42,2019-10-17,6,0.1,NA,Budup 6% + AB 2%                        E
42,2019-10-21,59,0.9833333333333333,NA,Budup 6% + AB 2%                        E
42,2019-10-24,60,1,NA,Budup 6% + AB 2%                        E
42,2019-10-29,60,1,NA,Budup 6% + AB 2%                        E
43,2019-10-14,0,0,NA,Budup 2% + AB 2%                        M
43,2019-10-17,0,0,NA,Budup 2% + AB 2%                        M
43,2019-10-21,29,0.7435897435897436,NA,Budup 2% + AB 2%                        M
43,2019-10-24,39,1,NA,Budup 2% + AB 2%                        M
43,2019-10-29,39,1,NA,Budup 2% + AB 2%                        M
44,2019-10-14,0,0,NA,2% AB                                                M
44,2019-10-17,0,0,NA,2% AB                                                M
44,2019-10-21,10,0.2857142857142857,NA,2% AB                                                M
44,2019-10-24,35,1,NA,2% AB                                                M
44,2019-10-29,35,1,NA,2% AB                                                M
45,2019-10-14,0,0,NA,Untreated control
45,2019-10-17,16,0.27586206896551724,NA,Untreated control
45,2019-10-21,53,0.9137931034482759,NA,Untreated control
45,2019-10-24,58,1,NA,Untreated control
45,2019-10-29,58,1,NA,Untreated control
46,2019-10-14,0,0,NA,Budup 4% + AB 2%                        M
46,2019-10-17,0,0,NA,Budup 4% + AB 2%                        M
46,2019-10-21,20,0.625,NA,Budup 4% + AB 2%                        M
46,2019-10-24,32,1,NA,Budup 4% + AB 2%                        M
46,2019-10-29,32,1,NA,Budup 4% + AB 2%                        M
48,2019-10-14,0,0,NA,Budup 2% + AB 2%                         L
48,2019-10-17,0,0,NA,Budup 2% + AB 2%                         L
48,2019-10-21,20,0.5714285714285714,NA,Budup 2% + AB 2%                         L
48,2019-10-24,35,1,NA,Budup 2% + AB 2%                         L
48,2019-10-29,35,1,NA,Budup 2% + AB 2%                         L
49,2019-10-14,0,0,NA,Budup 1% + AB 2%                       VL
49,2019-10-17,0,0,NA,Budup 1% + AB 2%                       VL
49,2019-10-21,7,0.6363636363636364,NA,Budup 1% + AB 2%                       VL
49,2019-10-24,11,1,NA,Budup 1% + AB 2%                       VL
49,2019-10-29,11,1,NA,Budup 1% + AB 2%                       VL
50,2019-10-14,0,0,NA,Budup 2% + AB 2%                        E
50,2019-10-17,0,0,NA,Budup 2% + AB 2%                        E
50,2019-10-21,39,0.8863636363636364,NA,Budup 2% + AB 2%                        E
50,2019-10-24,44,1,NA,Budup 2% + AB 2%                        E
50,2019-10-29,44,1,NA,Budup 2% + AB 2%                        E
51,2019-10-14,0,0,NA,Budup 6% + AB 2%                        M
51,2019-10-17,0,0,NA,Budup 6% + AB 2%                        M
51,2019-10-21,11,0.4074074074074074,NA,Budup 6% + AB 2%                        M
51,2019-10-24,27,1,NA,Budup 6% + AB 2%                        M
51,2019-10-29,27,1,NA,Budup 6% + AB 2%                        M
52,2019-10-14,0,0,NA,Budup 1% + AB 2%                        M
52,2019-10-17,0,0,NA,Budup 1% + AB 2%                        M
52,2019-10-21,27,0.6585365853658537,NA,Budup 1% + AB 2%                        M
52,2019-10-24,41,1,NA,Budup 1% + AB 2%                        M
52,2019-10-29,41,1,NA,Budup 1% + AB 2%                        M
53,2019-10-14,0,0,NA,Budup 6% + AB 2%                         L
53,2019-10-17,0,0,NA,Budup 6% + AB 2%                         L
53,2019-10-21,6,0.2727272727272727,NA,Budup 6% + AB 2%                         L
53,2019-10-24,22,1,NA,Budup 6% + AB 2%                         L
53,2019-10-29,22,1,NA,Budup 6% + AB 2%                         L
54,2019-10-14,0,0,NA,2% AB                                                M
54,2019-10-17,0,0,NA,2% AB                                                M
54,2019-10-21,7,0.21212121212121213,NA,2% AB                                                M
54,2019-10-24,33,1,NA,2% AB                                                M
54,2019-10-29,33,1,NA,2% AB                                                M
55,2019-10-14,0,0,NA,Budup 1% + AB 2%                         L
55,2019-10-17,0,0,NA,Budup 1% + AB 2%                         L
55,2019-10-21,21,0.525,NA,Budup 1% + AB 2%                         L
55,2019-10-24,40,1,NA,Budup 1% + AB 2%                         L
55,2019-10-29,40,1,NA,Budup 1% + AB 2%                         L
56,2019-10-14,0,0,NA,Budup 4% + AB 2%                        M
56,2019-10-17,0,0,NA,Budup 4% + AB 2%                        M
56,2019-10-21,3,0.08333333333333333,NA,Budup 4% + AB 2%                        M
56,2019-10-24,36,1,NA,Budup 4% + AB 2%                        M
56,2019-10-29,36,1,NA,Budup 4% + AB 2%                        M
57,2019-10-14,0,0,NA,3% HiCane                                      VL
57,2019-10-17,0,0,NA,3% HiCane                                      VL
57,2019-10-21,0,0,NA,3% HiCane                                      VL
57,2019-10-24,7,1,NA,3% HiCane                                      VL
57,2019-10-29,7,1,NA,3% HiCane                                      VL
58,2019-10-14,0,0,NA,3% HiCane                                       M
58,2019-10-17,0,0,NA,3% HiCane                                       M
58,2019-10-21,15,0.5,NA,3% HiCane                                       M
58,2019-10-24,30,1,NA,3% HiCane                                       M
58,2019-10-29,30,1,NA,3% HiCane                                       M
59,2019-10-14,0,0,NA,Budup 2% + AB 2%                       VL
59,2019-10-17,0,0,NA,Budup 2% + AB 2%                       VL
59,2019-10-21,0,0,NA,Budup 2% + AB 2%                       VL
59,2019-10-24,1,0.125,NA,Budup 2% + AB 2%                       VL
59,2019-10-29,8,1,NA,Budup 2% + AB 2%                       VL
60,2019-10-14,1,0.017543859649122806,NA,Budup 4% + AB 2%                        E
60,2019-10-17,16,0.2807017543859649,NA,Budup 4% + AB 2%                        E
60,2019-10-21,54,0.9473684210526315,NA,Budup 4% + AB 2%                        E
60,2019-10-24,57,1,NA,Budup 4% + AB 2%                        E
60,2019-10-29,57,1,NA,Budup 4% + AB 2%                        E
61,2019-10-14,0,0,NA,Budup 4% + AB 2%                         L
61,2019-10-17,0,0,NA,Budup 4% + AB 2%                         L
61,2019-10-21,23,0.6216216216216216,NA,Budup 4% + AB 2%                         L
61,2019-10-24,37,1,NA,Budup 4% + AB 2%                         L
61,2019-10-29,37,1,NA,Budup 4% + AB 2%                         L
62,2019-10-14,0,0,NA,Budup 1% + AB 2%                        E
62,2019-10-17,7,0.2,NA,Budup 1% + AB 2%                        E
62,2019-10-21,35,1,NA,Budup 1% + AB 2%                        E
62,2019-10-24,35,1,NA,Budup 1% + AB 2%                        E
62,2019-10-29,35,1,NA,Budup 1% + AB 2%                        E
63,2019-10-14,0,0,NA,Budup Lonza 4% + AB 2%           M
63,2019-10-17,0,0,NA,Budup Lonza 4% + AB 2%           M
63,2019-10-21,1,0.02857142857142857,NA,Budup Lonza 4% + AB 2%           M
63,2019-10-24,35,1,NA,Budup Lonza 4% + AB 2%           M
63,2019-10-29,35,1,NA,Budup Lonza 4% + AB 2%           M
64,2019-10-14,0,0,NA,Untreated control
64,2019-10-17,18,0.4,NA,Untreated control
64,2019-10-21,45,1,NA,Untreated control
64,2019-10-24,45,1,NA,Untreated control
64,2019-10-29,45,1,NA,Untreated control
65,2019-10-14,0,0,NA,3% HiCane                                        L
65,2019-10-17,7,0.21212121212121213,NA,3% HiCane                                        L
65,2019-10-21,25,0.7575757575757576,NA,3% HiCane                                        L
65,2019-10-24,33,1,NA,3% HiCane                                        L
65,2019-10-29,33,1,NA,3% HiCane                                        L
66,2019-10-14,0,0,NA,Budup 4% + AB 2%                       VL
66,2019-10-17,0,0,NA,Budup 4% + AB 2%                       VL
66,2019-10-21,0,0,NA,Budup 4% + AB 2%                       VL
66,2019-10-24,13,1,NA,Budup 4% + AB 2%                       VL
66,2019-10-29,13,1,NA,Budup 4% + AB 2%                       VL
67,2019-10-14,0,0,NA,Untreated control
67,2019-10-17,6,0.10526315789473684,NA,Untreated control
67,2019-10-21,36,0.631578947368421,NA,Untreated control
67,2019-10-24,57,1,NA,Untreated control
67,2019-10-29,57,1,NA,Untreated control
68,2019-10-14,0,0,NA,3% HiCane + 0.2% Driftstop E
68,2019-10-17,0,0,NA,3% HiCane + 0.2% Driftstop E
68,2019-10-21,46,0.92,NA,3% HiCane + 0.2% Driftstop E
68,2019-10-24,50,1,NA,3% HiCane + 0.2% Driftstop E
68,2019-10-29,50,1,NA,3% HiCane + 0.2% Driftstop E
69,2019-10-14,0,0,NA,Budup 6% + AB 2%                        E
69,2019-10-17,3,0.046153846153846156,NA,Budup 6% + AB 2%                        E
69,2019-10-21,60,0.9230769230769231,NA,Budup 6% + AB 2%                        E
69,2019-10-24,65,1,NA,Budup 6% + AB 2%                        E
69,2019-10-29,65,1,NA,Budup 6% + AB 2%                        E
70,2019-10-14,0,0,NA,Budup 2% + AB 2%                        M
70,2019-10-17,0,0,NA,Budup 2% + AB 2%                        M
70,2019-10-21,18,0.6666666666666666,NA,Budup 2% + AB 2%                        M
70,2019-10-24,27,1,NA,Budup 2% + AB 2%                        M
70,2019-10-29,27,1,NA,Budup 2% + AB 2%                        M
71,2019-10-14,0,0,NA,Budup 2% + AB 2%                         L
71,2019-10-17,0,0,NA,Budup 2% + AB 2%                         L
71,2019-10-21,16,0.64,NA,Budup 2% + AB 2%                         L
71,2019-10-24,25,1,NA,Budup 2% + AB 2%                         L
71,2019-10-29,25,1,NA,Budup 2% + AB 2%                         L
72,2019-10-14,0,0,NA,Budup 6% + AB 2%                       VL
72,2019-10-17,0,0,NA,Budup 6% + AB 2%                       VL
72,2019-10-21,3,1,NA,Budup 6% + AB 2%                       VL
72,2019-10-24,3,1,NA,Budup 6% + AB 2%                       VL
72,2019-10-29,3,1,NA,Budup 6% + AB 2%                       VL
73,2019-10-14,0,0,NA,Budup 2% + AB 2%                       VL
73,2019-10-17,0,0,NA,Budup 2% + AB 2%                       VL
73,2019-10-21,0,0,NA,Budup 2% + AB 2%                       VL
73,2019-10-24,1,0.08333333333333333,NA,Budup 2% + AB 2%                       VL
73,2019-10-29,12,1,NA,Budup 2% + AB 2%                       VL
74,2019-10-14,0,0,NA,Budup 6% + AB 2%                         L
74,2019-10-17,0,0,NA,Budup 6% + AB 2%                         L
74,2019-10-21,1,0.08333333333333333,NA,Budup 6% + AB 2%                         L
74,2019-10-24,12,1,NA,Budup 6% + AB 2%                         L
74,2019-10-29,12,1,NA,Budup 6% + AB 2%                         L
75,2019-10-14,0,0,NA,Budup 1% + AB 2%                        E
75,2019-10-17,3,0.0379746835443038,NA,Budup 1% + AB 2%                        E
75,2019-10-21,66,0.8354430379746836,NA,Budup 1% + AB 2%                        E
75,2019-10-24,79,1,NA,Budup 1% + AB 2%                        E
75,2019-10-29,79,1,NA,Budup 1% + AB 2%                        E
76,2019-10-14,0,0,NA,Budup Lonza 4% + AB 2%           M
76,2019-10-17,0,0,NA,Budup Lonza 4% + AB 2%           M
76,2019-10-21,0,0,NA,Budup Lonza 4% + AB 2%           M
76,2019-10-24,9,0.14516129032258066,NA,Budup Lonza 4% + AB 2%           M
76,2019-10-29,62,1,NA,Budup Lonza 4% + AB 2%           M
77,2019-10-14,0,0,NA,3% HiCane                                       M
77,2019-10-17,0,0,NA,3% HiCane                                       M
77,2019-10-21,0,0,NA,3% HiCane                                       M
77,2019-10-24,3,1,NA,3% HiCane                                       M
77,2019-10-29,3,1,NA,3% HiCane                                       M
78,2019-10-14,0,0,NA,2% AB                                                M
78,2019-10-17,0,0,NA,2% AB                                                M
78,2019-10-21,4,0.4444444444444444,NA,2% AB                                                M
78,2019-10-24,9,1,NA,2% AB                                                M
78,2019-10-29,9,1,NA,2% AB                                                M
79,2019-10-14,0,0,NA,Untreated control
79,2019-10-17,8,0.25806451612903225,NA,Untreated control
79,2019-10-21,30,0.967741935483871,NA,Untreated control
79,2019-10-24,31,1,NA,Untreated control
79,2019-10-29,31,1,NA,Untreated control
80,2019-10-14,0,0,NA,Budup 2% + AB 2%                        E
80,2019-10-17,3,0.07894736842105263,NA,Budup 2% + AB 2%                        E
80,2019-10-21,34,0.8947368421052632,NA,Budup 2% + AB 2%                        E
80,2019-10-24,38,1,NA,Budup 2% + AB 2%                        E
80,2019-10-29,38,1,NA,Budup 2% + AB 2%                        E
81,2019-10-14,0,0,NA,3% HiCane                                        L
81,2019-10-17,0,0,NA,3% HiCane                                        L
81,2019-10-21,10,0.5882352941176471,NA,3% HiCane                                        L
81,2019-10-24,17,1,NA,3% HiCane                                        L
81,2019-10-29,17,1,NA,3% HiCane                                        L
82,2019-10-14,0,0,NA,Budup 1% + AB 2%                        M
82,2019-10-17,0,0,NA,Budup 1% + AB 2%                        M
82,2019-10-21,6,0.2608695652173913,NA,Budup 1% + AB 2%                        M
82,2019-10-24,23,1,NA,Budup 1% + AB 2%                        M
82,2019-10-29,23,1,NA,Budup 1% + AB 2%                        M
83,2019-10-14,0,0,NA,Budup 6% + AB 2%                        M
83,2019-10-17,0,0,NA,Budup 6% + AB 2%                        M
83,2019-10-21,0,0,NA,Budup 6% + AB 2%                        M
83,2019-10-24,1,0.07142857142857142,NA,Budup 6% + AB 2%                        M
83,2019-10-29,14,1,NA,Budup 6% + AB 2%                        M
84,2019-10-14,0,0,NA,Budup 1% + AB 2%                         L
84,2019-10-17,0,0,NA,Budup 1% + AB 2%                         L
84,2019-10-21,0,0,NA,Budup 1% + AB 2%                         L
84,2019-10-24,18,1,NA,Budup 1% + AB 2%                         L
84,2019-10-29,18,1,NA,Budup 1% + AB 2%                         L
85,2019-10-14,0,0,NA,3% HiCane + 0.2% Driftstop E
85,2019-10-17,0,0,NA,3% HiCane + 0.2% Driftstop E
85,2019-10-21,22,0.6875,NA,3% HiCane + 0.2% Driftstop E
85,2019-10-24,32,1,NA,3% HiCane + 0.2% Driftstop E
85,2019-10-29,32,1,NA,3% HiCane + 0.2% Driftstop E
86,2019-10-14,0,0,NA,Budup 2% + AB 2%                        M
86,2019-10-17,0,0,NA,Budup 2% + AB 2%                        M
86,2019-10-21,4,0.25,NA,Budup 2% + AB 2%                        M
86,2019-10-24,16,1,NA,Budup 2% + AB 2%                        M
86,2019-10-29,16,1,NA,Budup 2% + AB 2%                        M
87,2019-10-14,0,0,NA,Budup 2% + AB 2%                         L
87,2019-10-17,0,0,NA,Budup 2% + AB 2%                         L
87,2019-10-21,5,0.20833333333333334,NA,Budup 2% + AB 2%                         L
87,2019-10-24,24,1,NA,Budup 2% + AB 2%                         L
87,2019-10-29,24,1,NA,Budup 2% + AB 2%                         L
88,2019-10-14,0,0,NA,Budup 6% + AB 2%                       VL
88,2019-10-17,0,0,NA,Budup 6% + AB 2%                       VL
88,2019-10-21,0,0,NA,Budup 6% + AB 2%                       VL
88,2019-10-24,3,0.2727272727272727,NA,Budup 6% + AB 2%                       VL
88,2019-10-29,11,1,NA,Budup 6% + AB 2%                       VL
89,2019-10-14,0,0,NA,Budup 4% + AB 2%                       VL
