CaneID,Date,OpenBuds,BudbreakPercentage,information,Treatment
6,2019-08-26,0,0,NA,Budup 4% + AB 2%                        M
6,2019-08-30,0,0,NA,Budup 4% + AB 2%                        M
6,2019-09-03,7,0.4117647058823529,NA,Budup 4% + AB 2%                        M
6,2019-09-06,11,0.6470588235294118,NA,Budup 4% + AB 2%                        M
6,2019-09-10,14,0.8235294117647058,NA,Budup 4% + AB 2%                        M
6,2019-09-13,16,0.9411764705882353,NA,Budup 4% + AB 2%                        M
6,2019-09-17,17,1,NA,Budup 4% + AB 2%                        M
6,2019-09-20,17,1,NA,Budup 4% + AB 2%                        M
7,2019-08-22,0,0,NA,Budup 1% + AB 2%                       VL
7,2019-08-26,0,0,NA,Budup 1% + AB 2%                       VL
7,2019-08-30,0,0,NA,Budup 1% + AB 2%                       VL
7,2019-09-03,2,0.08695652173913043,NA,Budup 1% + AB 2%                       VL
7,2019-09-06,8,0.34782608695652173,NA,Budup 1% + AB 2%                       VL
7,2019-09-10,15,0.6521739130434783,NA,Budup 1% + AB 2%                       VL
7,2019-09-13,17,0.7391304347826086,NA,Budup 1% + AB 2%                       VL
7,2019-09-17,21,0.9130434782608695,NA,Budup 1% + AB 2%                       VL
7,2019-09-20,23,1,NA,Budup 1% + AB 2%                       VL
8,2019-08-22,0,0,NA,3% HiCane                                      VL
8,2019-08-26,0,0,NA,3% HiCane                                      VL
8,2019-08-30,0,0,NA,3% HiCane                                      VL
8,2019-09-03,0,0,NA,3% HiCane                                      VL
8,2019-09-06,4,0.2857142857142857,NA,3% HiCane                                      VL
8,2019-09-10,6,0.42857142857142855,NA,3% HiCane                                      VL
8,2019-09-13,6,0.42857142857142855,NA,3% HiCane                                      VL
8,2019-09-17,12,0.8571428571428571,NA,3% HiCane                                      VL
8,2019-09-20,14,1,NA,3% HiCane                                      VL
9,2019-08-22,0,0,NA,Budup 2% + AB 2%                        M
9,2019-08-26,0,0,NA,Budup 2% + AB 2%                        M
9,2019-08-30,0,0,NA,Budup 2% + AB 2%                        M
9,2019-09-03,3,0.2,NA,Budup 2% + AB 2%                        M
9,2019-09-06,10,0.6666666666666666,NA,Budup 2% + AB 2%                        M
9,2019-09-10,10,0.6666666666666666,NA,Budup 2% + AB 2%                        M
9,2019-09-13,13,0.8666666666666667,NA,Budup 2% + AB 2%                        M
9,2019-09-17,15,1,NA,Budup 2% + AB 2%                        M
9,2019-09-20,15,1,NA,Budup 2% + AB 2%                        M
10,2019-08-22,0,0,NA,Budup 4% + AB 2%                        E
10,2019-08-26,0,0,NA,Budup 4% + AB 2%                        E
10,2019-08-30,0,0,NA,Budup 4% + AB 2%                        E
10,2019-09-03,13,0.8125,NA,Budup 4% + AB 2%                        E
10,2019-09-06,14,0.875,NA,Budup 4% + AB 2%                        E
10,2019-09-10,15,0.9375,NA,Budup 4% + AB 2%                        E
10,2019-09-13,16,1,NA,Budup 4% + AB 2%                        E
10,2019-09-17,16,1,NA,Budup 4% + AB 2%                        E
10,2019-09-20,16,1,NA,Budup 4% + AB 2%                        E
11,2019-08-22,0,0,NA,Budup 2% + AB 2%                        E
11,2019-08-26,0,0,NA,Budup 2% + AB 2%                        E
11,2019-08-30,0,0,NA,Budup 2% + AB 2%                        E
11,2019-09-03,9,0.6,NA,Budup 2% + AB 2%                        E
11,2019-09-06,14,0.9333333333333333,NA,Budup 2% + AB 2%                        E
11,2019-09-10,14,0.9333333333333333,NA,Budup 2% + AB 2%                        E
11,2019-09-13,15,1,NA,Budup 2% + AB 2%                        E
11,2019-09-17,15,1,NA,Budup 2% + AB 2%                        E
11,2019-09-20,15,1,NA,Budup 2% + AB 2%                        E
12,2019-08-22,0,0,NA,Budup 6% + AB 2%                        M
12,2019-08-26,0,0,NA,Budup 6% + AB 2%                        M
12,2019-08-30,0,0,NA,Budup 6% + AB 2%                        M
12,2019-09-03,10,0.5555555555555556,NA,Budup 6% + AB 2%                        M
12,2019-09-06,14,0.7777777777777778,NA,Budup 6% + AB 2%                        M
12,2019-09-10,17,0.9444444444444444,NA,Budup 6% + AB 2%                        M
12,2019-09-13,18,1,NA,Budup 6% + AB 2%                        M
12,2019-09-17,18,1,NA,Budup 6% + AB 2%                        M
12,2019-09-20,18,1,NA,Budup 6% + AB 2%                        M
13,2019-08-22,0,0,NA,Untreated control
13,2019-08-26,2,0.1111111111111111,NA,Untreated control
13,2019-08-30,5,0.2777777777777778,NA,Untreated control
13,2019-09-03,12,0.6666666666666666,NA,Untreated control
13,2019-09-06,15,0.8333333333333334,NA,Untreated control
13,2019-09-10,17,0.9444444444444444,NA,Untreated control
13,2019-09-13,17,0.9444444444444444,NA,Untreated control
13,2019-09-17,18,1,NA,Untreated control
13,2019-09-20,18,1,NA,Untreated control
14,2019-08-22,0,0,NA,Budup 6% + AB 2%                       VL
14,2019-08-26,0,0,NA,Budup 6% + AB 2%                       VL
14,2019-08-30,0,0,NA,Budup 6% + AB 2%                       VL
14,2019-09-03,0,0,NA,Budup 6% + AB 2%                       VL
14,2019-09-06,2,0.08695652173913043,NA,Budup 6% + AB 2%                       VL
14,2019-09-10,12,0.5217391304347826,NA,Budup 6% + AB 2%                       VL
14,2019-09-13,15,0.6521739130434783,NA,Budup 6% + AB 2%                       VL
14,2019-09-17,23,1,NA,Budup 6% + AB 2%                       VL
14,2019-09-20,23,1,NA,Budup 6% + AB 2%                       VL
15,2019-08-22,0,0,NA,3% HiCane + 0.2% Driftstop E
15,2019-08-26,2,0.1,NA,3% HiCane + 0.2% Driftstop E
15,2019-08-30,8,0.4,NA,3% HiCane + 0.2% Driftstop E
15,2019-09-03,17,0.85,NA,3% HiCane + 0.2% Driftstop E
15,2019-09-06,20,1,NA,3% HiCane + 0.2% Driftstop E
15,2019-09-10,20,1,NA,3% HiCane + 0.2% Driftstop E
15,2019-09-13,20,1,NA,3% HiCane + 0.2% Driftstop E
15,2019-09-17,20,1,NA,3% HiCane + 0.2% Driftstop E
15,2019-09-20,20,1,NA,3% HiCane + 0.2% Driftstop E
16,2019-08-22,0,0,NA,Budup Lonza 4% + AB 2%           M
16,2019-08-26,0,0,NA,Budup Lonza 4% + AB 2%           M
16,2019-08-30,1,0.07142857142857142,NA,Budup Lonza 4% + AB 2%           M
16,2019-09-03,7,0.5,NA,Budup Lonza 4% + AB 2%           M
16,2019-09-06,8,0.5714285714285714,NA,Budup Lonza 4% + AB 2%           M
16,2019-09-10,13,0.9285714285714286,NA,Budup Lonza 4% + AB 2%           M
16,2019-09-13,14,1,NA,Budup Lonza 4% + AB 2%           M
16,2019-09-17,14,1,NA,Budup Lonza 4% + AB 2%           M
16,2019-09-20,14,1,NA,Budup Lonza 4% + AB 2%           M
17,2019-08-22,0,0,NA,Budup 4% + AB 2%                       VL
17,2019-08-26,0,0,NA,Budup 4% + AB 2%                       VL
17,2019-08-30,0,0,NA,Budup 4% + AB 2%                       VL
17,2019-09-03,0,0,NA,Budup 4% + AB 2%                       VL
17,2019-09-06,1,0.06666666666666667,NA,Budup 4% + AB 2%                       VL
17,2019-09-10,7,0.4666666666666667,NA,Budup 4% + AB 2%                       VL
17,2019-09-13,13,0.8666666666666667,NA,Budup 4% + AB 2%                       VL
17,2019-09-17,15,1,NA,Budup 4% + AB 2%                       VL
17,2019-09-20,15,1,NA,Budup 4% + AB 2%                       VL
18,2019-08-22,1,0.07142857142857142,NA,Untreated control
18,2019-08-26,2,0.14285714285714285,NA,Untreated control
18,2019-08-30,9,0.6428571428571429,NA,Untreated control
18,2019-09-03,12,0.8571428571428571,NA,Untreated control
18,2019-09-06,12,0.8571428571428571,NA,Untreated control
18,2019-09-10,12,0.8571428571428571,NA,Untreated control
18,2019-09-13,12,0.8571428571428571,NA,Untreated control
18,2019-09-17,14,1,NA,Untreated control
18,2019-09-20,14,1,NA,Untreated control
19,2019-08-22,0,0,NA,Budup 1% + AB 2%                         L
19,2019-08-26,0,0,NA,Budup 1% + AB 2%                         L
19,2019-08-30,0,0,NA,Budup 1% + AB 2%                         L
19,2019-09-03,7,0.35,NA,Budup 1% + AB 2%                         L
19,2019-09-06,15,0.75,NA,Budup 1% + AB 2%                         L
19,2019-09-10,19,0.95,NA,Budup 1% + AB 2%                         L
19,2019-09-13,19,0.95,NA,Budup 1% + AB 2%                         L
19,2019-09-17,20,1,NA,Budup 1% + AB 2%                         L
19,2019-09-20,20,1,NA,Budup 1% + AB 2%                         L
20,2019-08-22,0,0,NA,Budup 6% + AB 2%                        E
20,2019-08-26,0,0,NA,Budup 6% + AB 2%                        E
20,2019-08-30,7,0.3888888888888889,NA,Budup 6% + AB 2%                        E
20,2019-09-03,16,0.8888888888888888,NA,Budup 6% + AB 2%                        E
20,2019-09-06,18,1,NA,Budup 6% + AB 2%                        E
20,2019-09-10,18,1,NA,Budup 6% + AB 2%                        E
20,2019-09-13,18,1,NA,Budup 6% + AB 2%                        E
20,2019-09-17,18,1,NA,Budup 6% + AB 2%                        E
20,2019-09-20,18,1,NA,Budup 6% + AB 2%                        E
21,2019-08-22,0,0,NA,3% HiCane                                       M
21,2019-08-26,0,0,NA,3% HiCane                                       M
21,2019-08-30,0,0,NA,3% HiCane                                       M
21,2019-09-03,10,0.6666666666666666,NA,3% HiCane                                       M
21,2019-09-06,10,0.6666666666666666,NA,3% HiCane                                       M
21,2019-09-10,13,0.8666666666666667,NA,3% HiCane                                       M
21,2019-09-13,15,1,NA,3% HiCane                                       M
21,2019-09-17,15,1,NA,3% HiCane                                       M
21,2019-09-20,15,1,NA,3% HiCane                                       M
22,2019-08-22,1,0.07142857142857142,NA,Budup 1% + AB 2%                        E
22,2019-08-26,4,0.2857142857142857,NA,Budup 1% + AB 2%                        E
22,2019-08-30,10,0.7142857142857143,NA,Budup 1% + AB 2%                        E
22,2019-09-03,13,0.9285714285714286,NA,Budup 1% + AB 2%                        E
22,2019-09-06,14,1,NA,Budup 1% + AB 2%                        E
22,2019-09-10,14,1,NA,Budup 1% + AB 2%                        E
22,2019-09-13,14,1,NA,Budup 1% + AB 2%                        E
22,2019-09-17,14,1,NA,Budup 1% + AB 2%                        E
22,2019-09-20,14,1,NA,Budup 1% + AB 2%                        E
23,2019-08-22,0,0,NA,Budup 4% + AB 2%                         L
23,2019-08-26,0,0,NA,Budup 4% + AB 2%                         L
23,2019-08-30,0,0,NA,Budup 4% + AB 2%                         L
23,2019-09-03,9,0.5,NA,Budup 4% + AB 2%                         L
23,2019-09-06,14,0.7777777777777778,NA,Budup 4% + AB 2%                         L
23,2019-09-10,14,0.7777777777777778,NA,Budup 4% + AB 2%                         L
23,2019-09-13,17,0.9444444444444444,NA,Budup 4% + AB 2%                         L
23,2019-09-17,18,1,NA,Budup 4% + AB 2%                         L
23,2019-09-20,18,1,NA,Budup 4% + AB 2%                         L
24,2019-08-22,0,0,NA,Budup 2% + AB 2%                       VL
24,2019-08-26,0,0,NA,Budup 2% + AB 2%                       VL
24,2019-08-30,0,0,NA,Budup 2% + AB 2%                       VL
24,2019-09-03,2,0.14285714285714285,NA,Budup 2% + AB 2%                       VL
24,2019-09-06,4,0.2857142857142857,NA,Budup 2% + AB 2%                       VL
24,2019-09-10,8,0.5714285714285714,NA,Budup 2% + AB 2%                       VL
24,2019-09-13,12,0.8571428571428571,NA,Budup 2% + AB 2%                       VL
24,2019-09-17,14,1,NA,Budup 2% + AB 2%                       VL
24,2019-09-20,14,1,NA,Budup 2% + AB 2%                       VL
25,2019-08-22,0,0,NA,Budup 6% + AB 2%                         L
25,2019-08-26,0,0,NA,Budup 6% + AB 2%                         L
25,2019-08-30,0,0,NA,Budup 6% + AB 2%                         L
25,2019-09-03,10,0.5555555555555556,NA,Budup 6% + AB 2%                         L
25,2019-09-06,13,0.7222222222222222,NA,Budup 6% + AB 2%                         L
25,2019-09-10,14,0.7777777777777778,NA,Budup 6% + AB 2%                         L
25,2019-09-13,16,0.8888888888888888,NA,Budup 6% + AB 2%                         L
25,2019-09-17,18,1,NA,Budup 6% + AB 2%                         L
25,2019-09-20,18,1,NA,Budup 6% + AB 2%                         L
26,2019-08-22,0,0,NA,3% HiCane                                        L
26,2019-08-26,0,0,NA,3% HiCane                                        L
26,2019-08-30,0,0,NA,3% HiCane                                        L
26,2019-09-03,12,0.6666666666666666,NA,3% HiCane                                        L
26,2019-09-06,14,0.7777777777777778,NA,3% HiCane                                        L
26,2019-09-10,14,0.7777777777777778,NA,3% HiCane                                        L
26,2019-09-13,15,0.8333333333333334,NA,3% HiCane                                        L
26,2019-09-17,18,1,NA,3% HiCane                                        L
26,2019-09-20,18,1,NA,3% HiCane                                        L
27,2019-08-22,0,0,NA,Budup 2% + AB 2%                       VL
27,2019-08-26,0,0,NA,Budup 2% + AB 2%                       VL
27,2019-08-30,0,0,NA,Budup 2% + AB 2%                       VL
27,2019-09-03,1,0.05,NA,Budup 2% + AB 2%                       VL
27,2019-09-06,6,0.3,NA,Budup 2% + AB 2%                       VL
27,2019-09-10,11,0.55,NA,Budup 2% + AB 2%                       VL
27,2019-09-13,13,0.65,NA,Budup 2% + AB 2%                       VL
27,2019-09-17,18,0.9,NA,Budup 2% + AB 2%                       VL
27,2019-09-20,20,1,NA,Budup 2% + AB 2%                       VL
28,2019-08-22,0,0,NA,Budup 1% + AB 2%                        M
28,2019-08-26,0,0,NA,Budup 1% + AB 2%                        M
28,2019-08-30,1,0.07142857142857142,NA,Budup 1% + AB 2%                        M
28,2019-09-03,9,0.6428571428571429,NA,Budup 1% + AB 2%                        M
28,2019-09-06,9,0.6428571428571429,NA,Budup 1% + AB 2%                        M
28,2019-09-10,11,0.7857142857142857,NA,Budup 1% + AB 2%                        M
28,2019-09-13,14,1,NA,Budup 1% + AB 2%                        M
28,2019-09-17,14,1,NA,Budup 1% + AB 2%                        M
28,2019-09-20,14,1,NA,Budup 1% + AB 2%                        M
29,2019-08-22,0,0,NA,Budup 1% + AB 2%                         L
29,2019-08-26,1,0.0625,NA,Budup 1% + AB 2%                         L
29,2019-08-30,2,0.125,NA,Budup 1% + AB 2%                         L
29,2019-09-03,11,0.6875,NA,Budup 1% + AB 2%                         L
29,2019-09-06,11,0.6875,NA,Budup 1% + AB 2%                         L
29,2019-09-10,12,0.75,NA,Budup 1% + AB 2%                         L
29,2019-09-13,14,0.875,NA,Budup 1% + AB 2%                         L
29,2019-09-17,16,1,NA,Budup 1% + AB 2%                         L
29,2019-09-20,16,1,NA,Budup 1% + AB 2%                         L
30,2019-08-22,0,0,NA,3% HiCane                                      VL
30,2019-08-26,0,0,NA,3% HiCane                                      VL
30,2019-08-30,0,0,NA,3% HiCane                                      VL
30,2019-09-03,0,0,NA,3% HiCane                                      VL
30,2019-09-06,5,0.625,NA,3% HiCane                                      VL
30,2019-09-10,5,0.625,NA,3% HiCane                                      VL
30,2019-09-13,5,0.625,NA,3% HiCane                                      VL
30,2019-09-17,8,1,NA,3% HiCane                                      VL
30,2019-09-20,8,1,NA,3% HiCane                                      VL
31,2019-08-22,0,0,NA,Budup 2% + AB 2%                        E
31,2019-08-26,0,0,NA,Budup 2% + AB 2%                        E
31,2019-08-30,0,0,NA,Budup 2% + AB 2%                        E
31,2019-09-03,13,0.6842105263157895,NA,Budup 2% + AB 2%                        E
31,2019-09-06,18,0.9473684210526315,NA,Budup 2% + AB 2%                        E
31,2019-09-10,19,1,NA,Budup 2% + AB 2%                        E
31,2019-09-13,19,1,NA,Budup 2% + AB 2%                        E
31,2019-09-17,19,1,NA,Budup 2% + AB 2%                        E
31,2019-09-20,19,1,NA,Budup 2% + AB 2%                        E
32,2019-08-22,0,0,NA,3% HiCane                                       M
32,2019-08-26,0,0,NA,3% HiCane                                       M
32,2019-08-30,0,0,NA,3% HiCane                                       M
32,2019-09-03,8,0.5333333333333333,NA,3% HiCane                                       M
32,2019-09-06,15,1,NA,3% HiCane                                       M
32,2019-09-10,15,1,NA,3% HiCane                                       M
32,2019-09-13,15,1,NA,3% HiCane                                       M
32,2019-09-17,15,1,NA,3% HiCane                                       M
32,2019-09-20,15,1,NA,3% HiCane                                       M
33,2019-08-22,0,0,NA,Budup 1% + AB 2%                        E
33,2019-08-26,0,0,NA,Budup 1% + AB 2%                        E
33,2019-08-30,0,0,NA,Budup 1% + AB 2%                        E
33,2019-09-03,15,0.9375,NA,Budup 1% + AB 2%                        E
33,2019-09-06,15,0.9375,NA,Budup 1% + AB 2%                        E
33,2019-09-10,15,0.9375,NA,Budup 1% + AB 2%                        E
33,2019-09-13,16,1,NA,Budup 1% + AB 2%                        E
33,2019-09-17,16,1,NA,Budup 1% + AB 2%                        E
33,2019-09-20,16,1,NA,Budup 1% + AB 2%                        E
34,2019-08-22,0,0,NA,Budup 6% + AB 2%                        M
34,2019-08-26,0,0,NA,Budup 6% + AB 2%                        M
34,2019-08-30,0,0,NA,Budup 6% + AB 2%                        M
34,2019-09-03,9,0.42857142857142855,NA,Budup 6% + AB 2%                        M
34,2019-09-06,20,0.9523809523809523,NA,Budup 6% + AB 2%                        M
34,2019-09-10,21,1,NA,Budup 6% + AB 2%                        M
34,2019-09-13,21,1,NA,Budup 6% + AB 2%                        M
34,2019-09-17,21,1,NA,Budup 6% + AB 2%                        M
34,2019-09-20,21,1,NA,Budup 6% + AB 2%                        M
35,2019-08-22,0,0,NA,Budup 4% + AB 2%                         L
35,2019-08-26,0,0,NA,Budup 4% + AB 2%                         L
35,2019-08-30,0,0,NA,Budup 4% + AB 2%                         L
35,2019-09-03,11,0.5,NA,Budup 4% + AB 2%                         L
35,2019-09-06,18,0.8181818181818182,NA,Budup 4% + AB 2%                         L
35,2019-09-10,22,1,NA,Budup 4% + AB 2%                         L
35,2019-09-13,22,1,NA,Budup 4% + AB 2%                         L
35,2019-09-17,22,1,NA,Budup 4% + AB 2%                         L
35,2019-09-20,22,1,NA,Budup 4% + AB 2%                         L
36,2019-08-22,0,0,NA,Budup 4% + AB 2%                       VL
36,2019-08-26,0,0,NA,Budup 4% + AB 2%                       VL
36,2019-08-30,0,0,NA,Budup 4% + AB 2%                       VL
36,2019-09-03,0,0,NA,Budup 4% + AB 2%                       VL
36,2019-09-06,0,0,NA,Budup 4% + AB 2%                       VL
36,2019-09-10,7,0.5833333333333334,NA,Budup 4% + AB 2%                       VL
36,2019-09-13,7,0.5833333333333334,NA,Budup 4% + AB 2%                       VL
36,2019-09-17,11,0.9166666666666666,NA,Budup 4% + AB 2%                       VL
36,2019-09-20,12,1,NA,Budup 4% + AB 2%                       VL
37,2019-08-22,0,0,NA,Budup Lonza 4% + AB 2%           M
37,2019-08-26,0,0,NA,Budup Lonza 4% + AB 2%           M
37,2019-08-30,0,0,NA,Budup Lonza 4% + AB 2%           M
37,2019-09-03,3,0.16666666666666666,NA,Budup Lonza 4% + AB 2%           M
37,2019-09-06,8,0.4444444444444444,NA,Budup Lonza 4% + AB 2%           M
37,2019-09-10,16,0.8888888888888888,NA,Budup Lonza 4% + AB 2%           M
37,2019-09-13,17,0.9444444444444444,NA,Budup Lonza 4% + AB 2%           M
37,2019-09-17,18,1,NA,Budup Lonza 4% + AB 2%           M
37,2019-09-20,18,1,NA,Budup Lonza 4% + AB 2%           M
38,2019-08-22,0,0,NA,Budup 1% + AB 2%                       VL
38,2019-08-26,0,0,NA,Budup 1% + AB 2%                       VL
38,2019-08-30,0,0,NA,Budup 1% + AB 2%                       VL
38,2019-09-03,5,0.22727272727272727,NA,Budup 1% + AB 2%                       VL
38,2019-09-06,9,0.4090909090909091,NA,Budup 1% + AB 2%                       VL
38,2019-09-10,17,0.7727272727272727,NA,Budup 1% + AB 2%                       VL
38,2019-09-13,20,0.9090909090909091,NA,Budup 1% + AB 2%                       VL
38,2019-09-17,22,1,NA,Budup 1% + AB 2%                       VL
38,2019-09-20,22,1,NA,Budup 1% + AB 2%                       VL
39,2019-08-22,0,0,NA,Untreated control
39,2019-08-26,0,0,NA,Untreated control
39,2019-08-30,4,0.25,NA,Untreated control
39,2019-09-03,15,0.9375,NA,Untreated control
39,2019-09-06,16,1,NA,Untreated control
39,2019-09-10,16,1,NA,Untreated control
39,2019-09-13,16,1,NA,Untreated control
39,2019-09-17,16,1,NA,Untreated control
39,2019-09-20,16,1,NA,Untreated control
40,2019-08-22,0,0,NA,3% HiCane + 0.2% Driftstop E
40,2019-08-26,5,0.2777777777777778,NA,3% HiCane + 0.2% Driftstop E
40,2019-08-30,15,0.8333333333333334,NA,3% HiCane + 0.2% Driftstop E
40,2019-09-03,18,1,NA,3% HiCane + 0.2% Driftstop E
40,2019-09-06,18,1,NA,3% HiCane + 0.2% Driftstop E
40,2019-09-10,18,1,NA,3% HiCane + 0.2% Driftstop E
40,2019-09-13,18,1,NA,3% HiCane + 0.2% Driftstop E
40,2019-09-17,18,1,NA,3% HiCane + 0.2% Driftstop E
40,2019-09-20,18,1,NA,3% HiCane + 0.2% Driftstop E
41,2019-08-22,0,0,NA,Budup 4% + AB 2%                        E
41,2019-08-26,0,0,NA,Budup 4% + AB 2%                        E
41,2019-08-30,7,0.5384615384615384,NA,Budup 4% + AB 2%                        E
41,2019-09-03,13,1,NA,Budup 4% + AB 2%                        E
41,2019-09-06,13,1,NA,Budup 4% + AB 2%                        E
41,2019-09-10,13,1,NA,Budup 4% + AB 2%                        E
41,2019-09-13,13,1,NA,Budup 4% + AB 2%                        E
41,2019-09-17,13,1,NA,Budup 4% + AB 2%                        E
41,2019-09-20,13,1,NA,Budup 4% + AB 2%                        E
42,2019-08-22,0,0,NA,Budup 6% + AB 2%                        E
42,2019-08-26,0,0,NA,Budup 6% + AB 2%                        E
42,2019-08-30,2,0.14285714285714285,NA,Budup 6% + AB 2%                        E
42,2019-09-03,13,0.9285714285714286,NA,Budup 6% + AB 2%                        E
42,2019-09-06,14,1,NA,Budup 6% + AB 2%                        E
42,2019-09-10,14,1,NA,Budup 6% + AB 2%                        E
42,2019-09-13,14,1,NA,Budup 6% + AB 2%                        E
42,2019-09-17,14,1,NA,Budup 6% + AB 2%                        E
42,2019-09-20,14,1,NA,Budup 6% + AB 2%                        E
43,2019-08-22,0,0,NA,Budup 2% + AB 2%                        M
43,2019-08-26,0,0,NA,Budup 2% + AB 2%                        M
43,2019-08-30,0,0,NA,Budup 2% + AB 2%                        M
43,2019-09-03,11,0.6875,NA,Budup 2% + AB 2%                        M
43,2019-09-06,12,0.75,NA,Budup 2% + AB 2%                        M
43,2019-09-10,15,0.9375,NA,Budup 2% + AB 2%                        M
43,2019-09-13,16,1,NA,Budup 2% + AB 2%                        M
43,2019-09-17,16,1,NA,Budup 2% + AB 2%                        M
43,2019-09-20,16,1,NA,Budup 2% + AB 2%                        M
44,2019-08-22,0,0,NA,2% AB                                                M
44,2019-08-26,0,0,NA,2% AB                                                M
44,2019-08-30,0,0,NA,2% AB                                                M
44,2019-09-03,8,0.47058823529411764,NA,2% AB                                                M
44,2019-09-06,11,0.6470588235294118,NA,2% AB                                                M
44,2019-09-10,14,0.8235294117647058,NA,2% AB                                                M
44,2019-09-13,14,0.8235294117647058,NA,2% AB                                                M
44,2019-09-17,17,1,NA,2% AB                                                M
44,2019-09-20,17,1,NA,2% AB                                                M
45,2019-08-22,0,0,NA,Untreated control
45,2019-08-26,0,0,NA,Untreated control
45,2019-08-30,4,0.25,NA,Untreated control
45,2019-09-03,16,1,NA,Untreated control
45,2019-09-06,16,1,NA,Untreated control
45,2019-09-10,16,1,NA,Untreated control
45,2019-09-13,16,1,NA,Untreated control
45,2019-09-17,16,1,NA,Untreated control
45,2019-09-20,16,1,NA,Untreated control
46,2019-08-22,0,0,NA,Budup 4% + AB 2%                        M
46,2019-08-26,0,0,NA,Budup 4% + AB 2%                        M
46,2019-08-30,0,0,NA,Budup 4% + AB 2%                        M
46,2019-09-03,6,0.3157894736842105,NA,Budup 4% + AB 2%                        M
46,2019-09-06,11,0.5789473684210527,NA,Budup 4% + AB 2%                        M
46,2019-09-10,15,0.7894736842105263,NA,Budup 4% + AB 2%                        M
46,2019-09-13,15,0.7894736842105263,NA,Budup 4% + AB 2%                        M
46,2019-09-17,17,0.8947368421052632,NA,Budup 4% + AB 2%                        M
46,2019-09-20,19,1,NA,Budup 4% + AB 2%                        M
47,2019-08-22,0,0,NA,Budup 6% + AB 2%                       VL
47,2019-08-26,0,0,NA,Budup 6% + AB 2%                       VL
47,2019-08-30,0,0,NA,Budup 6% + AB 2%                       VL
47,2019-09-03,0,0,NA,Budup 6% + AB 2%                       VL
47,2019-09-06,0,0,NA,Budup 6% + AB 2%                       VL
47,2019-09-10,5,0.45454545454545453,NA,Budup 6% + AB 2%                       VL
47,2019-09-13,7,0.6363636363636364,NA,Budup 6% + AB 2%                       VL
47,2019-09-17,10,0.9090909090909091,NA,Budup 6% + AB 2%                       VL
47,2019-09-20,11,1,NA,Budup 6% + AB 2%                       VL
48,2019-08-22,0,0,NA,Budup 2% + AB 2%                         L
48,2019-08-26,0,0,NA,Budup 2% + AB 2%                         L
